chr	start	end	name	score	strand	NormedTC_ENCFF462CMF	NormedTC_ENCFF942TPA	NormedTC_K562_RBFOX2	BC_K562_RBFOX2	annotation	gene	external_gene_name	grouped_annotation
chr15	55182198	55182218	chr15-29	20.4	-	1.6095	3.5225	5.1319	2	CDS	ENSG00000137876.12	""	Genic
chr15	55183318	55183338	chr15-181	12.9	-	1.2876	3.0822	4.3697	2	CDS	ENSG00000137876.12	""	Genic
chr15	55273537	55273557	chr15-814	17	-	1.073	5.0635	6.1365	2	LINE	ENSG00000069974.18	""	TE
chr15	55286393	55286413	chr15-1083	8.16	-	0.6438	3.0822	3.726	2	LINE	ENSG00000069974.18	""	TE
chr15	56235729	56235749	chr15-2825	7.48	-	1.2876	1.9814	3.269	2	First intron	ENSG00000181827.17	""	Genic
chr15	56242750	56242770	chr15-1085	10.2	-	1.8241	3.7426	5.5667	2	First intron	ENSG00000181827.17	""	Genic
chr15	56242806	56242826	chr15-1086	10.2	-	2.0387	3.9628	6.0015	2	First intron	ENSG00000181827.17	""	Genic
chr15	56243033	56243053	chr15-632	11.6	-	2.0387	2.2015	4.2402	2	Satellite/LC	ENSG00000181827.17	""	TE
chr15	56919927	56919947	chr15-815	6.8	+	2.0387	1.1008	3.1395	2	CDS	ENSG00000140262.19	""	Genic
chr15	56919974	56919994	chr15-1462	6.8	+	1.6095	1.7612	3.3707	2	CDS	ENSG00000140262.19	""	Genic
chr15	56921040	56921060	chr15-816	9.52	+	1.2876	1.9814	3.269	2	CDS	ENSG00000140262.19	""	Genic
chr15	56930173	56930193	chr15-1999	7.48	+	1.073	2.6418	3.7148	2	Deep intronic	ENSG00000140262.19	""	Genic
chr15	56938195	56938215	chr15-2830	11.6	+	0.6438	2.4217	3.0655	2	Alu	ENSG00000140262.19	""	TE
chr15	56970722	56970742	chr15-481	14.3	+	1.073	5.9442	7.0171	2	LINE	ENSG00000140262.19	""	TE
chr15	56984302	56984322	chr15-286	17.7	+	2.146	8.8062	10.9521	2	Deep intronic	ENSG00000140262.19	""	Genic
chr15	57001583	57001603	chr15-1465	9.52	+	0.7511	3.3023	4.0534	2	LINE	ENSG00000140262.19	""	TE
chr15	57120047	57120067	chr15-633	10.2	+	1.073	1.9814	3.0544	2	Deep intronic	ENSG00000140262.19	""	Genic
chr15	57992699	57992719	chr15-818	8.84	-	0.7511	2.862	3.6131	2	CDS	ENSG00000128918.16	""	Genic
chr15	57992785	57992805	chr15-636	10.9	-	1.5022	2.6418	4.144	2	CDS	ENSG00000128918.16	""	Genic
chr15	57993044	57993064	chr15-182	11.6	-	1.1803	2.2015	3.3818	2	CDS	ENSG00000128918.16	""	Genic
chr15	57998993	57999013	chr15-2003	9.52	-	1.2876	3.0822	4.3697	2	LINE	ENSG00000128918.16	""	TE
chr15	57999495	57999515	chr15-1468	8.84	-	0.9657	2.862	3.8277	2	LINE	ENSG00000128918.16	""	TE
chr15	58013967	58013987	chr15-366	11.6	-	0.7511	2.4217	3.1728	2	5'UTR	ENSG00000128918.16	""	Genic
chr15	58014179	58014199	chr15-1469	6.8	-	0.7511	2.6418	3.3929	2	CDS	ENSG00000128918.16	""	Genic
chr15	58019923	58019943	chr15-183	28.6	-	2.4679	9.0263	11.4942	2	LINE	ENSG00000128918.16	""	TE
chr15	58022372	58022392	chr15-287	15.6	-	1.7168	6.1643	7.8811	2	LINE	ENSG00000128918.16	""	TE
chr15	58023246	58023266	chr15-1471	10.9	-	0.7511	2.6418	3.3929	2	LINE	ENSG00000128918.16	""	TE
chr15	58023633	58023653	chr15-2007	12.2	-	0.2146	3.5225	3.7371	2	LINE	ENSG00000128918.16	""	TE
chr15	58023909	58023929	chr15-1472	10.2	-	0.9657	2.2015	3.1672	2	Alu	ENSG00000128918.16	""	TE
chr15	58024642	58024662	chr15-822	11.6	-	1.3949	5.2837	6.6786	2	LINE	ENSG00000128918.16	""	TE
chr15	58024923	58024943	chr15-637	12.2	-	0.4292	3.9628	4.392	2	LINE	ENSG00000128918.16	""	TE
chr15	58026079	58026099	chr15-367	12.9	-	1.2876	5.724	7.0116	2	LINE	ENSG00000128918.16	""	TE
chr15	58028669	58028689	chr15-184	16.3	-	0.9657	7.0449	8.0106	2	LINE	ENSG00000128918.16	""	TE
chr15	58029976	58029996	chr15-2012	9.52	-	0.2146	3.7426	3.9572	2	LINE	ENSG00000128918.16	""	TE
chr15	58030119	58030139	chr15-1090	10.9	-	0.8584	2.862	3.7204	2	LINE	ENSG00000128918.16	""	TE
chr15	58030538	58030558	chr15-2013	9.52	-	0.6438	3.9628	4.6066	2	LINE	ENSG00000128918.16	""	TE
chr15	58030665	58030685	chr15-368	13.6	-	0.7511	5.9442	6.6953	2	LINE	ENSG00000128918.16	""	TE
chr15	58031181	58031201	chr15-1478	9.52	-	0.2146	3.0822	3.2968	2	LINE	ENSG00000128918.16	""	TE
chr15	58031300	58031320	chr15-1479	12.2	-	0.7511	5.9442	6.6953	2	LINE	ENSG00000128918.16	""	TE
chr15	58031616	58031636	chr15-1092	13.6	-	0.8584	3.5225	4.3809	2	LINE	ENSG00000128918.16	""	TE
chr15	58037668	58037688	chr15-369	10.2	-	1.1803	3.0822	4.2624	2	First intron	ENSG00000128918.16	""	Genic
chr15	58037756	58037776	chr15-370	19.7	-	3.6482	7.7054	11.3536	2	First intron	ENSG00000128918.16	""	Genic
chr15	58696922	58696942	chr15-1094	10.2	-	1.7168	3.0822	4.7989	2	LINE	ENSG00000137845.16	""	TE
chr15	58697531	58697551	chr15-371	15.6	-	2.7898	4.6232	7.413	2	LINE	ENSG00000137845.16	""	TE
chr15	58697698	58697718	chr15-372	14.3	-	2.3606	4.8434	7.204	2	LINE	ENSG00000137845.16	""	TE
chr15	58741470	58741490	chr15-1095	11.6	-	1.5022	1.9814	3.4836	2	First intron	ENSG00000137845.16	""	Genic
chr15	58749711	58749731	chr15-485	12.9	-	2.3606	1.9814	4.342	2	5'UTR	ENSG00000137845.16	""	Genic
chr15	58887005	58887025	chr15-641	8.84	-	1.3949	1.9814	3.3763	2	CDS	ENSG00000137776.18	""	Genic
chr15	58897212	58897232	chr15-288	12.2	-	0.8584	2.4217	3.2801	2	CDS	ENSG00000137776.18	""	Genic
chr15	58898819	58898839	chr15-373	12.2	-	1.5022	2.862	4.3642	2	3'UTR	ENSG00000137776.18	""	Genic
chr15	58901263	58901283	chr15-289	12.9	-	1.073	2.4217	3.4947	2	3'UTR	ENSG00000137776.18	""	Genic
chr15	58911495	58911515	chr15-2871	13.6	-	2.146	3.0822	5.2281	2	Deep intronic	ENSG00000137776.18	""	Genic
chr15	59107415	59107435	chr15-1101	8.84	+	1.073	2.862	3.935	2	3'UTR-distal	ENSG00000157456.9	""	Genic
chr15	59107562	59107582	chr15-229	14.3	+	1.5022	1.9814	3.4836	2	CDS	ENSG00000157456.9	""	Genic
chr15	59114513	59114533	chr15-643	10.9	+	1.8241	2.2015	4.0256	2	CDS	ENSG00000157456.9	""	Genic
chr15	59123786	59123806	chr15-830	9.52	+	1.7168	1.5411	3.2579	2	3'UTR	ENSG00000157456.9	""	Genic
chr15	59124776	59124796	chr15-290	11.6	+	2.0387	2.4217	4.4604	2	3'UTR	ENSG00000157456.9	""	Genic
chr15	59668323	59668343	chr15-2874	10.9	-	1.1803	1.9814	3.1617	2	First intron	ENSG00000140299.15	""	Genic
chr15	60347444	60347464	chr15-375	14.3	-	4.8285	2.862	7.6905	2	3'UTR	ENSG00000182718.19	""	Genic
chr15	60347665	60347685	chr15-230	13.6	-	1.6095	2.4217	4.0312	2	CDS	ENSG00000182718.19	""	Genic
chr15	60351577	60351597	chr15-1497	9.52	-	1.9314	1.9814	3.9128	2	Deep intronic	ENSG00000182718.19	""	Genic
chr15	60352057	60352077	chr15-831	8.84	-	1.8241	3.0822	4.9062	2	Deep intronic	ENSG00000182718.19	""	Genic
chr15	61864061	61864081	chr15-2045	6.8	-	0.6438	2.4217	3.0655	2	Deep intronic	ENSG00000129003.19	VPS13C	Genic
chr15	61864124	61864144	chr15-489	12.9	-	1.3949	2.6418	4.0367	2	Deep intronic	ENSG00000129003.19	VPS13C	Genic
chr15	63156489	63156509	chr15-118	14.3	-	1.7168	2.2015	3.9183	2	5'UTR	ENSG00000185088.15	""	Genic
chr15	63535117	63535137	chr15-645	18.4	+	1.2876	3.5225	4.8101	2	Alu	ENSG00000140455.18	""	TE
chr15	63541940	63541960	chr15-834	10.9	+	1.5022	2.2015	3.7037	2	First intron	ENSG00000140455.18	""	Genic
chr15	63552704	63552724	chr15-291	17	+	2.4679	4.6232	7.0911	2	First intron	ENSG00000140455.18	""	Genic
chr15	63616595	63616615	chr15-646	13.6	-	2.3606	1.1008	3.4613	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63631388	63631408	chr15-836	11.6	-	1.6095	2.2015	3.811	2	LINE	ENSG00000103657.14	HERC1	TE
chr15	63643529	63643549	chr15-292	11.6	-	1.073	3.3023	4.3753	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63661812	63661832	chr15-1110	7.48	-	1.1803	2.2015	3.3818	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63663055	63663075	chr15-1111	10.2	-	1.073	4.1829	5.2559	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63664534	63664554	chr15-2909	8.16	-	1.7168	1.5411	3.2579	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63712879	63712899	chr15-377	9.52	-	1.073	2.2015	3.2745	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63713576	63713596	chr15-2077	10.9	-	1.6095	2.2015	3.811	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63713654	63713674	chr15-378	9.52	-	0.8584	2.862	3.7204	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63716346	63716366	chr15-2078	6.8	-	1.073	2.6418	3.7148	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63742842	63742862	chr15-842	11.6	-	3.1117	0.6605	3.7721	2	LINE	ENSG00000103657.14	HERC1	TE
chr15	63747632	63747652	chr15-4268	6.12	-	1.1803	1.9814	3.1617	2	Proximal intronic	ENSG00000103657.14	HERC1	Genic
chr15	63751269	63751289	chr15-2091	9.52	-	0.8584	2.4217	3.2801	2	Deep intronic	ENSG00000103657.14	HERC1	Genic
chr15	63753058	63753078	chr15-494	12.2	-	1.073	1.9814	3.0544	2	CDS	ENSG00000103657.14	HERC1	Genic
chr15	63758956	63758976	chr15-1122	8.16	-	1.5022	1.7612	3.2634	2	Alu	ENSG00000103657.14	HERC1	TE
chr15	64156115	64156135	chr15-231	14.3	-	1.8241	1.5411	3.3652	2	3'UTR-distal	ENSG00000166794.8	""	Genic
chr15	64156875	64156895	chr15-82	17.7	-	1.7168	2.6418	4.3586	2	3'UTR-distal	ENSG00000166794.8	""	Genic
chr15	64160111	64160131	chr15-495	11.6	-	2.4679	3.9628	6.4306	2	3'UTR-distal	ENSG00000166794.8	""	Genic
chr15	64179741	64179761	chr15-1126	6.8	-	1.3949	1.9814	3.3763	2	Deep intronic	ENSG00000169118.19	""	Genic
chr15	64333708	64333728	chr15-648	20.4	-	1.9314	4.4031	6.3345	2	LINE	ENSG00000169118.19	""	TE
chr15	64460740	64460760	chr15-649	17.7	+	2.3606	2.6418	5.0024	2	3'UTR-distal	ENSG00000180357.11	""	Genic
chr15	64460809	64460829	chr15-1127	10.2	+	1.5022	1.9814	3.4836	2	3'UTR-distal	ENSG00000180357.11	""	Genic
chr15	64472403	64472423	chr15-1525	8.84	+	1.1803	2.862	4.0423	2	First intron	ENSG00000180357.11	""	Genic
chr15	64503882	64503902	chr15-294	15.6	+	2.8971	3.0822	5.9792	2	Deep intronic	ENSG00000180357.11	""	Genic
chr15	64503974	64503994	chr15-650	8.84	+	2.146	1.1008	3.2468	2	Deep intronic	ENSG00000180357.11	""	Genic
chr15	64532084	64532104	chr15-2108	6.12	+	1.6095	1.5411	3.1506	2	LINE	ENSG00000180357.11	""	TE
chr15	64533518	64533538	chr15-2109	7.48	+	1.073	2.2015	3.2745	2	LINE	ENSG00000180357.11	""	TE
chr15	64668832	64668852	chr15-2110	12.9	+	1.073	2.2015	3.2745	2	Alu	ENSG00000180357.11	""	TE
chr15	64748345	64748365	chr15-2956	5.44	-	1.073	2.862	3.935	2	Deep intronic	ENSG00000166831.10	""	Genic
chr15	65296133	65296153	chr15-35	20.4	+	8.4766	15.6309	24.1076	2	Other exon	ENSG00000199568.2	RNU5A-1	Genic
chr15	65296476	65296496	chr15-380	19.7	+	2.2533	2.4217	4.675	2	Deep intronic	""	""	Genic
chr15	65304731	65304751	chr15-42	77.5	+	12.554	15.1906	27.7446	2	Other exon	ENSG00000200156.2	RNU5B-1	Genic
chr15	65553093	65553113	chr15-295	61.9	-	3.0044	14.0899	17.0942	2	Other exon	ENSG00000207449.1	RNU6-19P	Genic
chr15	65791656	65791676	chr15-2973	9.52	-	1.6095	3.0822	4.6916	2	First intron	ENSG00000174485.17	""	Genic
chr15	65869077	65869097	chr15-1533	27.9	-	3.8628	1.1008	4.9635	2	tRNA*	""	""	ncRNA
chr15	65887951	65887971	chr15-381	10.9	+	2.4679	4.4031	6.871	2	3'UTR	ENSG00000103769.11	""	Genic
chr15	65888106	65888126	chr15-651	15	+	1.073	3.5225	4.5955	2	3'UTR	ENSG00000103769.11	""	Genic
chr15	65889414	65889434	chr15-848	15.6	+	2.4679	4.1829	6.6508	2	3'UTR	ENSG00000103769.11	""	Genic
chr15	66347247	66347267	chr15-296	24.5	-	3.3263	4.8434	8.1697	2	Deep intronic	ENSG00000075131.11	""	Genic
chr15	66347302	66347322	chr15-652	11.6	-	2.0387	1.3209	3.3596	2	Deep intronic	ENSG00000075131.11	""	Genic
chr15	66499432	66499452	chr15-36	138.7	-	25.9664	51.516	77.4824	2	CDS	ENSG00000174444.16	""	Genic
chr15	66499618	66499638	chr15-8	76.2	-	9.8715	12.3286	22.2001	2	CDS	ENSG00000174444.16	""	Genic
chr15	66500156	66500176	chr15-1	198.6	-	20.7087	22.0154	42.7241	2	CDS	ENSG00000174444.16	""	Genic
chr15	66500294	66500314	chr15-61	60.5	-	20.9233	23.1162	44.0395	2	CDS	ENSG00000174444.16	""	Genic
chr15	66500980	66501000	chr15-83	50.3	-	10.3007	6.3845	16.6852	2	CDS	ENSG00000174444.16	""	Genic
chr15	66501284	66501304	chr15-653	19.7	-	4.6139	3.9628	8.5766	2	First intron	ENSG00000174444.16	""	Genic
chr15	66501420	66501440	chr15-382	27.2	-	2.3606	4.1829	6.5435	2	CDS	ENSG00000174444.16	""	Genic
chr15	66501485	66501505	chr15-51	60.5	-	6.2233	7.7054	13.9287	2	CDS	ENSG00000174444.16	""	Genic
chr15	66501801	66501821	chr15-153	54.4	-	6.7598	8.3659	15.1257	2	CDS	ENSG00000174444.16	""	Genic
chr15	66501880	66501900	chr15-84	33.3	-	4.0774	5.724	9.8014	2	CDS	ENSG00000174444.16	""	Genic
chr15	66502044	66502064	chr15-297	60.5	-	8.1547	7.7054	15.8601	2	First intron	ENSG00000174444.16	""	Genic
chr15	66502720	66502740	chr15-30	32	-	2.8971	5.2837	8.1808	2	CDS	ENSG00000174444.16	""	Genic
chr15	66502864	66502884	chr15-12	151	-	34.8722	30.1611	65.0333	2	First intron	ENSG00000174444.16	""	Genic
chr15	66503138	66503158	chr15-5	61.9	-	6.5452	7.4852	14.0305	2	5'UTR	ENSG00000174444.16	""	Genic
chr15	66503352	66503372	chr15-298	33.3	-	8.262	8.8062	17.0682	2	5'UTR	ENSG00000174444.16	""	Genic
chr15	66503497	66503517	chr15-62	27.2	-	3.7555	3.9628	7.7182	2	5'UTR	ENSG00000174444.16	""	Genic
chr15	66504783	66504803	chr15-499	15	-	1.7168	1.7612	3.478	2	5'UTR	ENSG00000174444.16	""	Genic
chr15	66548597	66548617	chr15-2981	8.84	+	1.6095	1.5411	3.1506	2	3'UTR	ENSG00000174442.13	""	Genic
chr15	66549329	66549349	chr15-655	15	+	2.2533	3.5225	5.7757	2	3'UTR	ENSG00000174442.13	""	Genic
chr15	66582285	66582305	chr15-850	11.6	+	2.3606	2.862	5.2226	2	LTR/ERV	ENSG00000259471.2	LINC01169	TE
chr15	66588353	66588373	chr15-1540	8.16	+	0.8584	2.6418	3.5002	2	First intron	ENSG00000259471.2	LINC01169	Genic
chr15	66590140	66590160	chr15-851	8.84	+	0.9657	2.2015	3.1672	2	Alu	ENSG00000259471.2	LINC01169	TE
chr15	66638488	66638508	chr15-852	15	+	1.6095	4.6232	6.2327	2	First intron	ENSG00000259471.2	LINC01169	Genic
chr15	66683731	66683751	chr15-119	27.2	+	2.3606	8.3659	10.7264	2	First intron	ENSG00000259471.2	LINC01169	Genic
chr15	66702729	66702749	chr15-1543	15	+	1.6095	2.2015	3.811	2	5'UTR	ENSG00000137834.16	""	Genic
chr15	67079621	67079641	chr15-656	16.3	+	2.5752	4.6232	7.1984	2	Other SINE	ENSG00000166949.18	SMAD3	TE
chr15	67080718	67080738	chr15-2135	6.8	+	0.8584	2.6418	3.5002	2	First intron	ENSG00000166949.18	SMAD3	Genic
chr15	67839948	67839968	chr15-299	60.5	-	8.5839	3.3023	11.8862	2	Other exon	ENSG00000206625.1	RNU6-1	Genic
chr15	68089579	68089599	chr15-1545	17	+	2.146	1.9814	4.1274	2	Alu	ENSG00000033800.15	""	TE
chr15	68089747	68089767	chr15-3008	10.2	+	1.073	2.2015	3.2745	2	Alu	ENSG00000033800.15	""	TE
chr15	68090068	68090088	chr15-3009	9.52	+	1.073	2.2015	3.2745	2	Alu	ENSG00000033800.15	""	TE
chr15	68141311	68141331	chr15-500	16.3	+	3.3263	0.8806	4.2069	2	Deep intronic	ENSG00000033800.15	""	Genic
chr15	68210026	68210046	chr15-1548	8.84	-	1.073	2.4217	3.4947	2	First intron	ENSG00000128973.14	""	Genic
chr15	68210189	68210209	chr15-2142	8.84	-	1.5022	2.862	4.3642	2	First intron	ENSG00000128973.14	""	Genic
chr15	68295397	68295417	chr15-855	8.16	+	1.073	3.3023	4.3753	2	3'UTR	ENSG00000169018.6	FEM1B	Genic
chr15	68779816	68779836	chr15-384	10.9	-	2.146	3.7426	5.8886	2	3'UTR	ENSG00000140350.16	""	Genic
chr15	68780022	68780042	chr15-232	17	-	2.5752	2.2015	4.7767	2	3'UTR	ENSG00000140350.16	""	Genic
chr15	68780109	68780129	chr15-6	49	-	3.1117	9.0263	12.138	2	CDS	ENSG00000140350.16	""	Genic
chr15	68780427	68780447	chr15-52	15.6	-	2.146	6.1643	8.3103	2	3'UTR	ENSG00000140350.16	""	Genic
chr15	68782956	68782976	chr15-233	12.2	-	1.6095	2.2015	3.811	2	CDS	ENSG00000140350.16	""	Genic
chr15	68783021	68783041	chr15-120	12.9	-	1.073	2.862	3.935	2	CDS	ENSG00000140350.16	""	Genic
chr15	68787504	68787524	chr15-185	17.7	-	2.2533	1.3209	3.5742	2	CDS	ENSG00000140350.16	""	Genic
chr15	68787808	68787828	chr15-657	15	-	2.3606	3.3023	5.6629	2	CDS	ENSG00000140350.16	""	Genic
chr15	68818006	68818026	chr15-2154	15	-	1.8241	1.7612	3.5853	2	First intron	ENSG00000140350.16	""	Genic
chr15	68820763	68820783	chr15-1556	6.8	-	2.6825	1.9814	4.6639	2	5'UTR	ENSG00000140350.16	""	Genic
chr15	69435740	69435760	chr15-501	10.9	+	2.6825	3.0822	5.7646	2	CDS	ENSG00000137807.17	""	Genic
chr15	69436145	69436165	chr15-43	18.4	+	1.7168	2.4217	4.1385	2	CDS	ENSG00000137807.17	""	Genic
chr15	69436202	69436222	chr15-502	12.2	+	1.9314	2.862	4.7934	2	CDS	ENSG00000137807.17	""	Genic
chr15	69452832	69452852	chr15-186	29.9	+	4.7212	1.5411	6.2622	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69452951	69452971	chr15-386	10.9	+	3.3263	2.6418	5.9681	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69453665	69453685	chr15-503	14.3	+	2.2533	3.7426	5.9959	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69454054	69454074	chr15-1141	29.2	+	2.6825	4.1829	6.8654	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69454739	69454759	chr15-1142	12.9	+	1.1803	3.0822	4.2624	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69455205	69455225	chr15-63	26.5	+	6.7598	8.1457	14.9055	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	69455441	69455461	chr15-85	38.8	+	4.9358	6.1643	11.1001	2	3'UTR-distal	ENSG00000137818.13	""	Genic
chr15	70066446	70066466	chr15-856	10.2	-	1.073	1.9814	3.0544	2	First intron	ENSG00000140332.19	""	Genic
chr15	70092788	70092808	chr15-858	8.16	-	1.1803	3.3023	4.4826	2	First intron	ENSG00000140332.19	""	Genic
chr15	70097747	70097767	chr15-187	16.3	-	2.4679	2.862	5.3299	2	5'UTR	ENSG00000140332.19	""	Genic
chr15	72199086	72199106	chr15-387	23.1	-	3.8628	2.6418	6.5046	2	3'UTR	ENSG00000067225.22	""	Genic
chr15	72199725	72199745	chr15-86	15	-	1.7168	2.6418	4.3586	2	CDS	ENSG00000067225.22	""	Genic
chr15	72200813	72200833	chr15-121	41.5	-	6.6525	6.8248	13.4773	2	Proximal intronic	ENSG00000067225.22	""	Genic
chr15	72202607	72202627	chr15-188	13.6	-	2.8971	1.3209	4.218	2	CDS	ENSG00000067225.22	""	Genic
chr15	72202874	72202894	chr15-863	13.6	-	2.2533	2.4217	4.675	2	Deep intronic	ENSG00000067225.22	""	Genic
chr15	72203585	72203605	chr15-64	20.4	-	3.4336	3.5225	6.956	2	Deep intronic	ENSG00000067225.22	""	Genic
chr15	72203817	72203837	chr15-37	23.8	-	8.1547	10.3472	18.502	2	Deep intronic	ENSG00000067225.22	""	Genic
chr15	72204093	72204113	chr15-389	15.6	-	5.2577	2.4217	7.6793	2	Deep intronic	ENSG00000067225.22	""	Genic
chr15	72205215	72205235	chr15-865	12.2	-	2.6825	1.9814	4.6639	2	Alu	ENSG00000067225.22	""	TE
chr15	72206524	72206544	chr15-234	20.4	-	2.4679	2.4217	4.8896	2	Deep intronic	ENSG00000067225.22	""	Genic
chr15	72206847	72206867	chr15-44	21.8	-	2.0387	1.7612	3.7999	2	CDS	ENSG00000067225.22	""	Genic
chr15	72207147	72207167	chr15-390	19	-	4.1847	1.7612	5.9459	2	CDS	ENSG00000067225.22	""	Genic
chr15	72207243	72207263	chr15-31	25.2	-	3.0044	2.862	5.8664	2	CDS	ENSG00000067225.22	""	Genic
chr15	72208610	72208630	chr15-866	10.2	-	2.0387	2.862	4.9007	2	CDS	ENSG00000067225.22	""	Genic
chr15	72208671	72208691	chr15-235	19.7	-	3.6482	5.2837	8.9319	2	CDS	ENSG00000067225.22	""	Genic
chr15	72208800	72208820	chr15-189	16.3	-	2.146	4.4031	6.5491	2	CDS	ENSG00000067225.22	""	Genic
chr15	72208866	72208886	chr15-38	30.6	-	3.6482	3.5225	7.1706	2	CDS	ENSG00000067225.22	""	Genic
chr15	72209672	72209692	chr15-190	21.8	-	3.219	4.8434	8.0624	2	CDS	ENSG00000067225.22	""	Genic
chr15	72209746	72209766	chr15-867	12.9	-	1.8241	1.9814	3.8055	2	CDS	ENSG00000067225.22	""	Genic
chr15	72209825	72209845	chr15-87	18.4	-	2.0387	2.862	4.9007	2	CDS	ENSG00000067225.22	""	Genic
chr15	72210339	72210359	chr15-301	11.6	-	2.146	2.862	5.008	2	CDS	ENSG00000067225.22	""	Genic
chr15	72210398	72210418	chr15-391	13.6	-	2.0387	2.4217	4.4604	2	CDS	ENSG00000067225.22	""	Genic
chr15	72210446	72210466	chr15-53	19.7	-	2.2533	1.5411	3.7944	2	CDS	ENSG00000067225.22	""	Genic
chr15	72217401	72217421	chr15-661	9.52	-	2.3606	2.6418	5.0024	2	CDS	ENSG00000067225.22	""	Genic
chr15	72217472	72217492	chr15-122	19	-	2.146	2.2015	4.3475	2	CDS	ENSG00000067225.22	""	Genic
chr15	72218966	72218986	chr15-1150	10.9	-	2.146	1.9814	4.1274	2	CDS	ENSG00000067225.22	""	Genic
chr15	72219077	72219097	chr15-154	20.4	-	2.5752	1.3209	3.8961	2	CDS	ENSG00000067225.22	""	Genic
chr15	72231129	72231149	chr15-302	17	-	3.3263	0.8806	4.2069	2	5'UTR	ENSG00000067225.22	""	Genic
chr15	72248551	72248571	chr15-4485	6.12	-	0.9657	2.2015	3.1672	2	Deep intronic	ENSG00000137817.19	""	Genic
chr15	72484478	72484498	chr15-3069	10.2	+	1.8241	1.5411	3.3652	2	LINE	ENSG00000166233.16	""	TE
chr15	72484542	72484562	chr15-1575	6.8	+	1.6095	1.5411	3.1506	2	LINE	ENSG00000166233.16	""	TE
chr15	73560065	73560085	chr15-1576	7.48	-	0.5365	2.6418	3.1783	2	3'UTR	ENSG00000156642.18	""	Genic
chr15	73560729	73560749	chr15-1577	8.16	-	1.073	3.0822	4.1551	2	3'UTR	ENSG00000156642.18	""	Genic
chr15	74409708	74409728	chr15-2180	9.52	-	1.8241	2.4217	4.2458	2	3'UTR	ENSG00000138623.10	SEMA7A	Genic
chr15	74409883	74409903	chr15-303	19	-	2.7898	3.7426	6.5324	2	3'UTR	ENSG00000138623.10	SEMA7A	Genic
chr15	74415346	74415366	chr15-238	32	-	4.6139	4.6232	9.2371	2	Deep intronic	ENSG00000138623.10	SEMA7A	Genic
chr15	74415560	74415580	chr15-123	70.7	-	11.481	11.6682	23.1492	2	Proximal intronic	ENSG00000138623.10	SEMA7A	Genic
chr15	74415600	74415620	chr15-191	24.5	-	7.9401	8.586	16.5261	2	Proximal intronic	ENSG00000138623.10	SEMA7A	Genic
chr15	74416224	74416244	chr15-664	17	-	2.6825	3.3023	5.9848	2	Proximal intronic	ENSG00000138623.10	SEMA7A	Genic
chr15	74422779	74422799	chr15-1157	12.9	-	1.7168	1.5411	3.2579	2	First intron	ENSG00000138623.10	SEMA7A	Genic
chr15	74620373	74620393	chr15-665	17	+	2.6825	2.2015	4.884	2	Proximal intronic	ENSG00000179335.21	""	Genic
chr15	74621147	74621167	chr15-505	13.6	+	1.9314	1.3209	3.2523	2	Deep intronic	ENSG00000179335.21	""	Genic
chr15	74622429	74622449	chr15-3090	8.16	+	0.6438	2.4217	3.0655	2	Proximal intronic	ENSG00000179335.21	""	Genic
chr15	74900408	74900428	chr15-507	15	-	3.6482	1.1008	4.7489	2	3'UTR	ENSG00000178761.16	""	Genic
chr15	74904755	74904775	chr15-1162	13.6	-	2.3606	1.5411	3.9017	2	Proximal intronic	ENSG00000178761.16	""	Genic
chr15	74920389	74920409	chr15-1163	6.8	-	1.1803	2.862	4.0423	2	3'UTR	ENSG00000178741.13	""	Genic
chr15	75356002	75356022	chr15-192	14.3	-	2.2533	0.8806	3.1339	2	CDS	ENSG00000140400.19	""	Genic
chr15	75356209	75356229	chr15-239	17	-	2.0387	1.7612	3.7999	2	CDS	ENSG00000140400.19	""	Genic
chr15	75356312	75356332	chr15-393	12.9	-	2.3606	1.5411	3.9017	2	CDS	ENSG00000140400.19	""	Genic
chr15	75356885	75356905	chr15-100	16.3	-	3.6482	2.4217	6.0699	2	CDS	ENSG00000140400.19	""	Genic
chr15	75357034	75357054	chr15-394	16.3	-	3.0044	4.8434	7.8478	2	Other SINE	ENSG00000140400.19	""	TE
chr15	75358158	75358178	chr15-304	20.4	-	3.5409	3.7426	7.2835	2	Deep intronic	ENSG00000140400.19	""	Genic
chr15	75358402	75358422	chr15-101	34	-	7.2963	6.3845	13.6808	2	Proximal intronic	ENSG00000140400.19	""	Genic
