chr	start	end	name	score	strand	NormedTC_ENCFF149LRA	NormedTC_ENCFF669MUY	NormedTC_K562_HNRNPC	BC_K562_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr10	74410383	74410403	chr10-3790	4.31	+	0.9834	0.9516	1.935	2	Alu	ENSG00000156110.16	""	TE
chr10	74414834	74414854	chr10-13859	5.46	+	1.1064	0.9912	2.0976	2	Deep intronic	ENSG00000156110.16	""	Genic
chr10	74427220	74427240	chr10-2770	13.8	+	1.2293	1.6256	2.8549	2	Alu	ENSG00000156110.16	""	TE
chr10	74438251	74438271	chr10-1538	8.33	+	0.7376	0.9912	1.7288	2	Alu	ENSG00000156110.16	""	TE
chr10	74455535	74455555	chr10-2071	8.62	+	0.7376	1.0308	1.7684	2	Alu	ENSG00000156110.16	""	TE
chr10	74497913	74497933	chr10-5187	9.19	+	0.4917	1.1498	1.6415	2	Alu	ENSG00000156110.16	""	TE
chr10	74535607	74535627	chr10-5189	6.03	+	0.6147	1.1498	1.7644	2	Alu	ENSG00000156110.16	""	TE
chr10	74547671	74547691	chr10-1145	9.19	+	0.9834	1.348	2.3315	2	Alu	ENSG00000156110.16	""	TE
chr10	74552630	74552650	chr10-2771	6.89	+	0.7376	0.9119	1.6495	2	LINE	ENSG00000156110.16	""	TE
chr10	74563077	74563097	chr10-2772	4.31	+	0.8605	0.8723	1.7328	2	Alu	ENSG00000156110.16	""	TE
chr10	74617606	74617626	chr10-5192	8.62	+	1.1064	1.0308	2.1372	2	Alu	ENSG00000156110.16	""	TE
chr10	74853141	74853161	chr10-5196	5.46	+	0.9834	1.2687	2.2522	2	Alu	ENSG00000156650.15	""	TE
chr10	75064082	75064102	chr10-862	18.7	+	2.3357	1.9031	4.2388	2	Alu	ENSG00000285810.2	""	TE
chr10	75107318	75107338	chr10-5199	11.2	-	1.721	1.2687	2.9898	2	Alu	ENSG00000293542.1	DUSP13B	TE
chr10	75176517	75176537	chr10-3801	4.88	+	0.9834	0.8723	1.8557	2	3'UTR	ENSG00000156671.16	""	Genic
chr10	75180042	75180062	chr10-3802	6.32	+	1.4752	0.6344	2.1095	2	3'UTR	ENSG00000156671.16	""	Genic
chr10	75214369	75214389	chr10-3803	5.74	+	0.7376	1.1101	1.8477	2	Deep intronic	ENSG00000165637.15	""	Genic
chr10	75214550	75214570	chr10-9929	5.74	+	1.2293	0.8723	2.1016	2	Alu	ENSG00000165637.15	""	TE
chr10	75215735	75215755	chr10-9931	8.9	+	1.2293	0.8326	2.0619	2	Alu	ENSG00000165637.15	""	TE
chr10	75219506	75219526	chr10-645	10.1	+	0.8605	1.3084	2.1689	2	Alu	ENSG00000165637.15	""	TE
chr10	75219673	75219693	chr10-1146	17.5	+	2.5816	2.2996	4.8811	2	Alu	ENSG00000165637.15	""	TE
chr10	75219841	75219861	chr10-1147	38.2	+	4.0567	4.0441	8.1008	2	Alu	ENSG00000165637.15	""	TE
chr10	75220013	75220033	chr10-7142	8.33	+	1.3522	1.3084	2.6606	2	Alu	ENSG00000165637.15	""	TE
chr10	75220297	75220317	chr10-2774	10.1	+	0.7376	1.5859	2.3235	2	Alu	ENSG00000165637.15	""	TE
chr10	75221360	75221380	chr10-1148	21.5	+	2.4586	2.815	5.2736	2	Alu	ENSG00000165637.15	""	TE
chr10	75221520	75221540	chr10-646	13.2	+	1.2293	2.0617	3.291	2	Alu	ENSG00000165637.15	""	TE
chr10	75221571	75221591	chr10-489	7.18	+	1.3522	1.9428	3.295	2	Alu	ENSG00000165637.15	""	TE
chr10	75222720	75222740	chr10-5203	7.18	+	1.4752	1.1498	2.625	2	Alu	ENSG00000165637.15	""	TE
chr10	75222857	75222877	chr10-863	11.5	+	2.4586	1.9824	4.441	2	Alu	ENSG00000165637.15	""	TE
chr10	75223007	75223027	chr10-2776	16.4	+	0.6147	2.2996	2.9142	2	Alu	ENSG00000165637.15	""	TE
chr10	75225813	75225833	chr10-351	12.3	+	2.2128	1.7049	3.9176	2	Alu	ENSG00000165637.15	""	TE
chr10	75226482	75226502	chr10-864	21	+	2.2128	2.4185	4.6313	2	Alu	ENSG00000165637.15	""	TE
chr10	75226650	75226670	chr10-1540	12.3	+	1.4752	1.7445	3.2197	2	Alu	ENSG00000165637.15	""	TE
chr10	75226818	75226838	chr10-2075	6.89	+	0.3688	1.2687	1.6375	2	LTR/ERV	ENSG00000165637.15	""	TE
chr10	75227606	75227626	chr10-256	17.2	+	5.6548	5.8679	11.5227	2	Alu	ENSG00000165637.15	""	TE
chr10	75227920	75227940	chr10-1149	25	+	2.3357	3.1322	5.4679	2	Alu	ENSG00000165637.15	""	TE
chr10	75228296	75228316	chr10-865	15.5	+	1.5981	2.2203	3.8184	2	Alu	ENSG00000165637.15	""	TE
chr10	75229186	75229206	chr10-1541	7.47	+	1.3522	0.6344	1.9866	2	Deep intronic	ENSG00000165637.15	""	Genic
chr10	75230897	75230917	chr10-1150	5.74	+	0.8605	0.9119	1.7724	2	CDS	ENSG00000165637.15	""	Genic
chr10	77791317	77791337	chr10-3807	9.76	-	1.721	1.1101	2.8312	2	3'UTR	ENSG00000151208.18	""	Genic
chr10	77820330	77820350	chr10-2778	9.48	-	0.7376	1.0705	1.8081	2	Alu	ENSG00000151208.18	""	TE
chr10	77828458	77828478	chr10-1542	10.1	-	1.1064	1.2291	2.3355	2	Alu	ENSG00000151208.18	""	TE
chr10	77837187	77837207	chr10-3810	8.33	-	0.8605	1.0705	1.931	2	Alu	ENSG00000151208.18	""	TE
chr10	77854795	77854815	chr10-352	8.62	-	0.6147	1.0705	1.6852	2	Alu	ENSG00000151208.18	""	TE
chr10	77903605	77903625	chr10-3814	8.9	-	0.9834	0.9516	1.935	2	Alu	ENSG00000151208.18	""	TE
chr10	77905104	77905124	chr10-2077	11.5	-	1.1064	1.3084	2.4148	2	Alu	ENSG00000151208.18	""	TE
chr10	77913035	77913055	chr10-2782	5.17	-	1.5981	0.6344	2.2325	2	First intron	ENSG00000151208.18	""	Genic
chr10	77915787	77915807	chr10-7155	6.61	-	1.4752	0.6344	2.1095	2	First intron	ENSG00000151208.18	""	Genic
chr10	77917141	77917161	chr10-7157	9.76	-	0.7376	1.2687	2.0063	2	Alu	ENSG00000151208.18	""	TE
chr10	77917315	77917335	chr10-5218	8.33	-	0.9834	0.8723	1.8557	2	Alu	ENSG00000151208.18	""	TE
chr10	77930691	77930711	chr10-2784	9.48	+	1.3522	0.9516	2.3038	2	Alu	""	""	TE
chr10	77976908	77976928	chr10-2785	7.75	-	0.8605	0.8723	1.7328	2	3'UTR	ENSG00000148606.16	""	Genic
chr10	77990176	77990196	chr10-7164	5.74	-	0.9834	0.674	1.6575	2	Deep intronic	ENSG00000148606.16	""	Genic
chr10	78008820	78008840	chr10-1151	8.9	-	1.1064	1.3084	2.4148	2	Alu	ENSG00000148606.16	""	TE
chr10	78033876	78033896	chr10-110	42.8	+	4.9172	5.6697	10.5869	2	5'UTR	ENSG00000138326.22	""	Genic
chr10	78035366	78035386	chr10-3	58.6	+	4.5484	4.5595	9.108	2	CDS	ENSG00000138326.22	""	Genic
chr10	78035523	78035543	chr10-4	54.3	+	10.2033	4.6785	14.8817	2	CDS	ENSG00000138326.22	""	Genic
chr10	78037280	78037300	chr10-42	73.8	+	32.8226	12.1719	44.9945	2	CDS	ENSG00000138326.22	""	Genic
chr10	78037935	78037955	chr10-111	16.4	+	2.3357	2.2203	4.556	2	Deep intronic	ENSG00000138326.22	""	Genic
chr10	78038567	78038587	chr10-353	11.2	+	0.7376	1.7445	2.4821	2	Deep intronic	ENSG00000138326.22	""	Genic
chr10	78038675	78038695	chr10-27	30.4	+	3.4421	4.9956	8.4377	2	Alu	ENSG00000138326.22	""	TE
chr10	78038746	78038766	chr10-354	13.2	+	2.8274	3.4097	6.2371	2	Alu	ENSG00000138326.22	""	TE
chr10	78038824	78038844	chr10-490	18.1	+	1.9669	3.489	5.4559	2	Alu	ENSG00000138326.22	""	TE
chr10	78039055	78039075	chr10-1155	10.3	+	3.565	3.2115	6.7765	2	Deep intronic	ENSG00000138326.22	""	Genic
chr10	78040215	78040235	chr10-12	62.9	+	13.5224	5.9472	19.4696	2	3'UTR	ENSG00000138326.22	""	Genic
chr10	78040627	78040647	chr10-1	139	+	22.0046	9.5948	31.5995	2	3'UTR	ENSG00000138326.22	""	Genic
chr10	79078740	79078760	chr10-1157	18.4	+	2.3357	2.141	4.4767	2	Alu	ENSG00000108175.20	""	TE
chr10	79079147	79079167	chr10-2786	5.74	+	0.8605	1.1101	1.9707	2	First intron	ENSG00000108175.20	""	Genic
chr10	79080331	79080351	chr10-1545	12.6	+	0.4917	1.7049	2.1966	2	Alu	ENSG00000108175.20	""	TE
chr10	79316027	79316047	chr10-1158	5.17	+	0.9834	0.9912	1.9746	2	3'UTR	ENSG00000108175.20	""	Genic
chr10	79354461	79354481	chr10-2787	5.74	+	0.7376	0.9912	1.7288	2	3'UTR	ENSG00000108179.15	""	Genic
chr10	79759961	79759981	chr10-1546	4.59	-	1.4752	1.2291	2.7043	2	First intron	ENSG00000225484.8	NUTM2B-AS1	Genic
chr10	79765716	79765736	chr10-2788	5.74	-	0.9834	0.674	1.6575	2	First intron	ENSG00000225484.8	NUTM2B-AS1	Genic
chr10	80203026	80203046	chr10-1159	14.4	-	1.2293	1.6652	2.8945	2	Alu	ENSG00000122359.19	""	TE
chr10	80470112	80470132	chr10-1547	12.3	+	1.5981	1.5463	3.1444	2	Alu	ENSG00000108219.18	""	TE
chr10	80512702	80512722	chr10-7193	6.32	+	1.1064	0.7533	1.8597	2	Alu	ENSG00000108219.18	""	TE
chr10	80512903	80512923	chr10-2789	4.31	+	1.5981	1.6256	3.2237	2	Alu	ENSG00000108219.18	""	TE
chr10	80518905	80518925	chr10-648	4.88	+	1.1064	1.1498	2.2562	2	3'UTR	ENSG00000108219.18	""	Genic
chr10	80519535	80519555	chr10-5236	12.3	+	0.9834	1.6652	2.6487	2	3'UTR	ENSG00000108219.18	""	Genic
chr10	80519686	80519706	chr10-2790	5.17	+	0.7376	1.1498	1.8874	2	3'UTR	ENSG00000108219.18	""	Genic
chr10	80519821	80519841	chr10-2082	7.47	+	0.7376	0.9119	1.6495	2	3'UTR	ENSG00000108219.18	""	Genic
chr10	84141464	84141484	chr10-1548	7.47	+	1.4752	1.1894	2.6646	2	5'UTR	ENSG00000165678.23	""	Genic
chr10	84141613	84141633	chr10-1549	6.03	+	1.721	1.1894	2.9105	2	CDS	ENSG00000165678.23	""	Genic
chr10	84142667	84142687	chr10-23	13.2	+	2.5816	1.6256	4.2071	2	CDS	ENSG00000165678.23	""	Genic
chr10	84144380	84144400	chr10-2083	22.7	+	3.1962	2.9736	6.1698	2	Alu	ENSG00000165678.23	""	TE
chr10	84144888	84144908	chr10-257	6.89	+	1.1064	0.9119	2.0183	2	CDS	ENSG00000165678.23	""	Genic
chr10	84147287	84147307	chr10-10007	9.76	+	1.4752	0.9912	2.4664	2	Alu	ENSG00000165678.23	""	TE
chr10	84148333	84148353	chr10-1160	6.32	+	0.8605	0.8723	1.7328	2	Alu	ENSG00000165678.23	""	TE
chr10	84152525	84152545	chr10-1550	8.62	+	1.4752	2.2599	3.7351	2	3'UTR	ENSG00000165678.23	""	Genic
chr10	84152757	84152777	chr10-185	11.5	+	3.0733	3.0132	6.0865	2	3'UTR	ENSG00000165678.23	""	Genic
chr10	85708378	85708398	chr10-5242	6.89	-	1.5981	0.4758	2.0739	2	Alu	ENSG00000182771.19	GRID1	TE
chr10	86460463	86460483	chr10-869	4.59	-	1.1064	0.674	1.7804	2	CDS	ENSG00000062650.21	""	Genic
chr10	86462698	86462718	chr10-2085	10.3	-	0.7376	1.1894	1.927	2	Alu	ENSG00000062650.21	""	TE
chr10	86474699	86474719	chr10-1163	13.8	-	1.721	1.7842	3.5052	2	Alu	ENSG00000062650.21	""	TE
chr10	86478035	86478055	chr10-3830	8.62	-	0.6147	1.0705	1.6852	2	Alu	ENSG00000062650.21	""	TE
chr10	86479789	86479809	chr10-5244	4.31	-	1.3522	0.5154	1.8677	2	Deep intronic	ENSG00000062650.21	""	Genic
chr10	86486745	86486765	chr10-2087	6.32	-	1.4752	1.467	2.9421	2	Alu	ENSG00000062650.21	""	TE
chr10	86486932	86486952	chr10-3831	6.32	-	0.8605	0.9516	1.8121	2	Alu	ENSG00000062650.21	""	TE
chr10	86489857	86489877	chr10-3832	6.61	-	1.3522	0.8326	2.1848	2	Deep intronic	ENSG00000062650.21	""	Genic
chr10	86495438	86495458	chr10-3834	7.47	-	1.4752	0.8326	2.3078	2	Alu	ENSG00000062650.21	""	TE
chr10	86496506	86496526	chr10-3835	4.88	-	0.8605	0.8723	1.7328	2	LINE	ENSG00000062650.21	""	TE
chr10	86507338	86507358	chr10-1164	11.5	-	1.2293	1.6256	2.8549	2	Alu	ENSG00000062650.21	""	TE
chr10	86511893	86511913	chr10-3838	8.33	-	0.7376	1.0705	1.8081	2	Alu	ENSG00000062650.21	""	TE
chr10	86515234	86515254	chr10-1165	12.3	-	1.9669	2.0617	4.0286	2	Alu	ENSG00000062650.21	""	TE
chr10	86760280	86760300	chr10-3839	10.3	+	0.9834	1.2687	2.2522	2	Alu	ENSG00000107779.17	""	TE
chr10	86760563	86760583	chr10-5250	4.31	+	1.1064	0.8326	1.939	2	First intron	ENSG00000107779.17	""	Genic
chr10	86766012	86766032	chr10-1166	11.8	+	1.3522	1.5463	2.8985	2	Alu	ENSG00000107779.17	""	TE
chr10	86766849	86766869	chr10-1553	12.1	+	1.844	1.5066	3.3506	2	Alu	ENSG00000107779.17	""	TE
chr10	86781888	86781908	chr10-1167	10.3	+	0.6147	1.4273	2.042	2	Alu	ENSG00000107779.17	""	TE
chr10	86811050	86811070	chr10-2795	10.6	+	1.2293	1.2291	2.4584	2	Alu	ENSG00000107779.17	""	TE
chr10	86854961	86854981	chr10-2796	9.76	+	0.8605	1.2687	2.1293	2	Alu	ENSG00000107779.17	""	TE
chr10	87050556	87050576	chr10-1554	9.48	-	0.4917	1.348	1.8398	2	3'UTR	ENSG00000148672.11	""	Genic
chr10	87050649	87050669	chr10-493	9.76	-	0.8605	1.6652	2.5257	2	3'UTR	ENSG00000148672.11	""	Genic
chr10	87051569	87051589	chr10-3840	4.02	-	0.8605	0.9119	1.7724	2	3'UTR	ENSG00000148672.11	""	Genic
chr10	87065250	87065270	chr10-1555	13.5	-	1.721	1.5463	3.2673	2	Alu	ENSG00000148672.11	""	TE
chr10	87079410	87079430	chr10-5254	7.47	-	1.3522	0.6344	1.9866	2	Alu	ENSG00000148672.11	""	TE
chr10	87083184	87083204	chr10-2088	8.62	-	1.1064	0.8723	1.9786	2	Alu	ENSG00000148672.11	""	TE
chr10	87085322	87085342	chr10-1168	16.9	-	1.721	1.8238	3.5448	2	Alu	ENSG00000148672.11	""	TE
chr10	87102342	87102362	chr10-2089	16.9	+	1.4752	2.1806	3.6558	2	Alu	ENSG00000122376.13	""	TE
chr10	87108374	87108394	chr10-5255	6.32	+	1.1064	0.9516	2.0579	2	Alu	ENSG00000122376.13	""	TE
chr10	87128917	87128937	chr10-3841	9.48	+	0.9834	1.0308	2.0143	2	Alu	ENSG00000122376.13	""	TE
chr10	87308053	87308073	chr10-1556	8.62	-	1.1064	1.1101	2.2165	2	Alu	ENSG00000223482.11	NUTM2A-AS1	TE
chr10	87334797	87334817	chr10-7230	8.33	-	0.9834	0.8723	1.8557	2	Alu	ENSG00000223482.11	NUTM2A-AS1	TE
chr10	87764450	87764470	chr10-3845	6.03	-	0.8605	0.8723	1.7328	2	Alu	ENSG00000138138.15	""	TE
chr10	87766784	87766804	chr10-2091	17.5	-	2.8274	1.7842	4.6116	2	Alu	ENSG00000138138.15	""	TE
chr10	87774943	87774963	chr10-3848	7.18	-	1.2293	0.7533	1.9826	2	Alu	ENSG00000138138.15	""	TE
chr10	87808533	87808553	chr10-3850	9.76	-	0.3688	1.3084	1.6772	2	Alu	ENSG00000138138.15	""	TE
chr10	87869251	87869271	chr10-494	18.7	+	1.3522	2.6961	4.0483	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	87872462	87872482	chr10-2092	6.03	+	1.1064	0.674	1.7804	2	Other SINE	ENSG00000171862.16	PTEN	TE
chr10	87876664	87876684	chr10-2093	6.89	+	0.7376	0.9912	1.7288	2	First intron	ENSG00000171862.16	PTEN	Genic
chr10	87879353	87879373	chr10-5266	11.8	+	1.3522	1.3877	2.7399	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	87890741	87890761	chr10-2802	11.2	+	1.844	1.5066	3.3506	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	87904019	87904039	chr10-871	14.4	+	1.844	1.7049	3.5488	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	87905501	87905521	chr10-3851	6.89	+	1.2293	0.793	2.0223	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	87939326	87939346	chr10-5268	8.33	+	0.9834	1.3877	2.3711	2	Alu	ENSG00000171862.16	PTEN	TE
chr10	89704583	89704603	chr10-495	23.5	+	2.2128	3.0132	5.226	2	Alu	ENSG00000138182.16	""	TE
chr10	89710234	89710254	chr10-872	12.1	+	0.7376	1.4273	2.1649	2	Alu	ENSG00000138182.16	""	TE
chr10	89725847	89725867	chr10-3855	9.48	+	1.844	0.8723	2.7162	2	Satellite/LC	ENSG00000138182.16	""	TE
chr10	89727281	89727301	chr10-3856	10.6	+	0.8605	1.4273	2.2878	2	Alu	ENSG00000138182.16	""	TE
chr10	89738126	89738146	chr10-3857	3.73	+	1.2293	0.4361	1.6654	2	CDS	ENSG00000138182.16	""	Genic
chr10	89742718	89742738	chr10-7246	13.5	+	1.5981	1.348	2.9461	2	Alu	ENSG00000138182.16	""	TE
chr10	89762764	89762784	chr10-3860	3.45	+	1.4752	0.3568	1.832	2	CDS	ENSG00000138182.16	""	Genic
chr10	89774805	89774825	chr10-7249	4.59	+	1.4752	0.4758	1.9509	2	3'UTR	ENSG00000138182.16	""	Genic
chr10	90806404	90806424	chr10-5273	7.75	-	0.8605	1.1894	2.05	2	Alu	ENSG00000148680.16	HTR7	TE
chr10	90901165	90901185	chr10-2805	10.9	+	0.8605	1.348	2.2085	2	3'UTR	ENSG00000148688.15	""	Genic
chr10	91542063	91542083	chr10-2096	24.1	+	2.7045	2.5771	5.2816	2	Alu	""	""	TE
chr10	91815973	91815993	chr10-3862	11.8	+	0.8605	1.4273	2.2878	2	Alu	ENSG00000107854.7	TNKS2	TE
chr10	91825119	91825139	chr10-5277	8.9	+	1.5981	0.793	2.3911	2	Alu	ENSG00000107854.7	TNKS2	TE
chr10	91835297	91835317	chr10-1169	12.3	+	0.9834	1.6652	2.6487	2	Alu	ENSG00000107854.7	TNKS2	TE
chr10	91836066	91836086	chr10-5278	7.75	+	0.8605	0.8326	1.6931	2	Alu	ENSG00000107854.7	TNKS2	TE
chr10	91946864	91946884	chr10-7257	10.1	+	0.6147	1.3877	2.0023	2	Alu	ENSG00000095564.16	""	TE
chr10	91950858	91950878	chr10-1559	9.76	+	0.9834	1.348	2.3315	2	Alu	ENSG00000095564.16	""	TE
chr10	91953822	91953842	chr10-874	5.74	+	1.4752	0.9119	2.3871	2	CDS	ENSG00000095564.16	""	Genic
chr10	91954586	91954606	chr10-1561	9.48	+	1.5981	1.1101	2.7082	2	Alu	ENSG00000095564.16	""	TE
chr10	91954750	91954770	chr10-3865	4.88	+	1.4752	0.7533	2.2285	2	Alu	ENSG00000095564.16	""	TE
chr10	91956536	91956556	chr10-875	4.88	+	1.3522	0.5154	1.8677	2	CDS	ENSG00000095564.16	""	Genic
chr10	91959240	91959260	chr10-1170	5.74	+	2.8274	0.5551	3.3825	2	Proximal intronic	ENSG00000095564.16	""	Genic
chr10	91989381	91989401	chr10-7263	3.73	+	1.1064	0.5947	1.7011	2	CDS	ENSG00000095564.16	""	Genic
chr10	92029763	92029783	chr10-1171	5.46	+	1.2293	1.0308	2.2602	2	3'UTR	ENSG00000095564.16	""	Genic
chr10	92030252	92030272	chr10-1172	4.31	+	1.2293	0.793	2.0223	2	3'UTR	ENSG00000095564.16	""	Genic
chr10	92319674	92319694	chr10-10126	8.9	+	1.4752	0.7533	2.2285	2	Alu	ENSG00000198060.11	""	TE
chr10	92322466	92322486	chr10-5290	6.61	+	0.9834	0.9912	1.9746	2	Alu	ENSG00000198060.11	""	TE
chr10	92508484	92508504	chr10-2100	5.74	-	0.6147	1.5066	2.1213	2	Alu	ENSG00000119912.19	""	TE
chr10	92509894	92509914	chr10-1173	11.5	-	0.4917	1.6256	2.1173	2	Alu	ENSG00000119912.19	""	TE
chr10	92556896	92556916	chr10-3875	7.47	-	0.8605	0.8723	1.7328	2	Alu	ENSG00000119912.19	""	TE
chr10	92568789	92568809	chr10-2814	6.61	-	0.9834	0.674	1.6575	2	Alu	ENSG00000119912.19	""	TE
chr10	92593420	92593440	chr10-1563	4.31	+	1.2293	0.9912	2.2205	2	CDS	ENSG00000138160.8	""	Genic
chr10	92600030	92600050	chr10-2101	8.33	+	0.7376	0.9912	1.7288	2	Alu	ENSG00000138160.8	""	TE
chr10	92600883	92600903	chr10-5296	7.47	+	0.8605	0.8723	1.7328	2	Alu	ENSG00000138160.8	""	TE
chr10	92603288	92603308	chr10-2816	15.2	+	1.4752	1.9428	3.4179	2	Alu	ENSG00000138160.8	""	TE
chr10	92606277	92606297	chr10-43	9.48	+	1.2293	0.9119	2.1412	2	5'UTR	ENSG00000138160.8	""	Genic
chr10	92608626	92608646	chr10-2102	8.33	+	0.8605	1.0705	1.931	2	Alu	ENSG00000138160.8	""	TE
chr10	92609761	92609781	chr10-2103	10.1	+	1.2293	1.2687	2.498	2	Alu	ENSG00000138160.8	""	TE
chr10	92612148	92612168	chr10-14244	8.04	+	1.1064	0.8326	1.939	2	Alu	ENSG00000138160.8	""	TE
chr10	92617765	92617785	chr10-1564	11.8	+	1.4752	1.2291	2.7043	2	Alu	ENSG00000138160.8	""	TE
chr10	92654713	92654733	chr10-3882	4.31	+	1.2293	1.0705	2.2998	2	3'UTR	ENSG00000138160.8	""	Genic
chr10	92691169	92691189	chr10-876	7.47	+	0.7376	1.4273	2.1649	2	First intron	ENSG00000152804.12	""	Genic
chr10	92695153	92695173	chr10-1565	6.32	+	1.2293	1.5066	2.7359	2	3'UTR	ENSG00000152804.12	""	Genic
chr10	92832713	92832733	chr10-2821	10.9	+	0.4917	1.7842	2.2759	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	92860302	92860322	chr10-5305	9.48	+	1.4752	1.9428	3.4179	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	92878549	92878569	chr10-2107	6.61	+	0.9834	0.793	1.7764	2	LTR/ERV	ENSG00000138190.17	EXOC6	TE
chr10	92889770	92889790	chr10-5306	6.89	+	0.8605	0.793	1.6535	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	92891509	92891529	chr10-7299	7.75	+	0.6147	1.1101	1.7248	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	92908083	92908103	chr10-1566	8.33	+	1.1064	0.9912	2.0976	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	92944260	92944280	chr10-3884	10.3	+	0.8605	1.4273	2.2878	2	Alu	ENSG00000138190.17	EXOC6	TE
chr10	93507251	93507271	chr10-7307	4.31	+	0.9834	1.1101	2.0936	2	Alu	ENSG00000138180.17	""	TE
chr10	94329752	94329772	chr10-3885	8.9	-	0.9834	1.0705	2.0539	2	3'UTR-distal	""	""	Genic
chr10	94563510	94563530	chr10-877	11.5	+	1.4752	1.348	2.8232	2	Alu	ENSG00000119969.17	""	TE
chr10	94563833	94563853	chr10-1569	10.9	+	1.2293	1.7445	2.9738	2	Alu	ENSG00000119969.17	""	TE
chr10	94564621	94564641	chr10-14320	7.75	+	0.6147	1.1101	1.7248	2	Alu	ENSG00000119969.17	""	TE
chr10	94566677	94566697	chr10-2823	10.3	+	0.4917	1.3084	1.8001	2	Alu	ENSG00000119969.17	""	TE
chr10	94567936	94567956	chr10-878	13.5	+	1.4752	1.8238	3.299	2	Alu	ENSG00000119969.17	""	TE
chr10	94569208	94569228	chr10-5318	12.9	+	1.5981	1.5859	3.184	2	Alu	ENSG00000119969.17	""	TE
chr10	94570065	94570085	chr10-2108	13.8	+	1.3522	1.8238	3.176	2	Alu	ENSG00000119969.17	""	TE
chr10	94570893	94570913	chr10-1570	6.89	+	0.8605	1.3084	2.1689	2	Deep intronic	ENSG00000119969.17	""	Genic
chr10	94575130	94575150	chr10-1175	10.9	+	1.2293	1.467	2.6963	2	Alu	ENSG00000119969.17	""	TE
chr10	94585425	94585445	chr10-2109	7.75	+	1.1064	0.8723	1.9786	2	Alu	ENSG00000119969.17	""	TE
chr10	94594001	94594021	chr10-2110	6.61	+	0.7376	0.9912	1.7288	2	Alu	ENSG00000119969.17	""	TE
chr10	94594210	94594230	chr10-3888	6.32	+	1.1064	0.6344	1.7407	2	Alu	ENSG00000119969.17	""	TE
chr10	94603849	94603869	chr10-650	19	+	2.5816	2.2599	4.8415	2	3'UTR	ENSG00000119969.17	""	Genic
chr10	94604018	94604038	chr10-10199	7.47	+	0.8605	1.2291	2.0896	2	3'UTR	ENSG00000119969.17	""	Genic
chr10	94604154	94604174	chr10-651	14.9	+	1.844	1.7049	3.5488	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94605671	94605691	chr10-652	21	+	0.8605	3.2908	4.1513	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94605819	94605839	chr10-5322	7.47	+	1.1064	1.0705	2.1769	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94606101	94606121	chr10-3889	8.62	+	1.3522	1.1498	2.502	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94607418	94607438	chr10-1176	6.32	+	1.2293	0.9516	2.1809	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94607737	94607757	chr10-1571	11.8	+	1.1064	1.8238	2.9302	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94608659	94608679	chr10-1572	10.6	+	0.8605	1.2291	2.0896	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94608841	94608861	chr10-5324	5.17	+	0.9834	0.8326	1.8161	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	94609049	94609069	chr10-2112	11.8	+	1.1064	1.6256	2.7319	2	3'UTR-distal	ENSG00000244332.1	""	Genic
chr10	95905796	95905816	chr10-5328	8.62	-	0.4917	1.1894	1.6812	2	Alu	ENSG00000226688.10	ENTPD1-AS1	TE
chr10	96069140	96069160	chr10-5331	10.6	-	0.6147	1.348	1.9627	2	Alu	ENSG00000226688.10	ENTPD1-AS1	TE
chr10	96069319	96069339	chr10-1177	11.5	-	2.0898	1.4273	3.5172	2	Alu	ENSG00000226688.10	ENTPD1-AS1	TE
chr10	96070591	96070611	chr10-3892	11.8	-	1.5981	1.5066	3.1047	2	Alu	ENSG00000226688.10	ENTPD1-AS1	TE
chr10	96130343	96130363	chr10-1573	6.32	+	1.9669	1.0308	2.9977	2	5'UTR	ENSG00000177853.16	""	Genic
chr10	96134421	96134441	chr10-1178	19.5	+	2.5816	2.1806	4.7622	2	Alu	ENSG00000177853.16	""	TE
chr10	96139066	96139086	chr10-3896	3.73	+	1.4752	0.7137	2.1888	2	LINE	ENSG00000177853.16	""	TE
chr10	96141773	96141793	chr10-3897	17.2	+	1.844	2.2203	4.0643	2	Alu	ENSG00000177853.16	""	TE
chr10	96142830	96142850	chr10-653	10.3	+	0.4917	1.2687	1.7605	2	Alu	ENSG00000177853.16	""	TE
chr10	96142996	96143016	chr10-879	9.19	+	1.4752	1.4273	2.9025	2	Alu	ENSG00000177853.16	""	TE
