chr	start	end	name	score	strand	NormedTC_ENCFF040BGS	NormedTC_ENCFF065BIC	NormedTC_HepG2_HNRNPC	BC_HepG2_HNRNPC	annotation	gene	external_gene_name	grouped_annotation
chr11	33106387	33106407	chr11-1413	15	-	1.7018	1.8418	3.5436	2	Alu	ENSG00000176102.14	""	TE
chr11	33107127	33107147	chr11-1414	10.3	-	1.2291	1.1971	2.4262	2	Alu	ENSG00000176102.14	""	TE
chr11	33107294	33107314	chr11-1053	17.6	-	2.6472	2.6706	5.3178	2	Alu	ENSG00000176102.14	""	TE
chr11	33110906	33110926	chr11-1415	10.3	-	0.8509	1.4734	2.3243	2	LINE	ENSG00000176102.14	""	TE
chr11	33111036	33111056	chr11-1416	13.8	-	1.1345	2.2101	3.3446	2	Alu	ENSG00000176102.14	""	TE
chr11	33111197	33111217	chr11-334	21.9	-	2.5527	2.3943	4.947	2	Alu	ENSG00000176102.14	""	TE
chr11	33113864	33113884	chr11-2860	9.03	-	1.04	1.2892	2.3292	2	Alu	ENSG00000176102.14	""	TE
chr11	33114818	33114838	chr11-2861	6.88	-	0.9454	1.5655	2.5109	2	Alu	ENSG00000176102.14	""	TE
chr11	33122703	33122723	chr11-1417	9.03	-	1.9854	2.3943	4.3797	2	Alu	ENSG00000176102.14	""	TE
chr11	33122885	33122905	chr11-1151	10.3	-	0.9454	1.9338	2.8793	2	Alu	ENSG00000176102.14	""	TE
chr11	33126423	33126443	chr11-1753	13.8	-	1.8909	2.0259	3.9168	2	Alu	ENSG00000176102.14	""	TE
chr11	33128987	33129007	chr11-3278	5.59	-	0.9454	1.2892	2.2347	2	First intron	ENSG00000176102.14	""	Genic
chr11	33130443	33130463	chr11-2511	8.6	-	1.3236	1.1971	2.5208	2	Alu	ENSG00000176102.14	""	TE
chr11	33130779	33130799	chr11-1054	14.2	-	1.9854	1.5655	3.5509	2	Alu	ENSG00000176102.14	""	TE
chr11	33130846	33130866	chr11-3279	8.17	-	1.04	0.9209	1.9609	2	Alu	ENSG00000176102.14	""	TE
chr11	33131004	33131024	chr11-2237	12.9	-	2.4581	1.2892	3.7474	2	Alu	ENSG00000176102.14	""	TE
chr11	33131820	33131840	chr11-528	20.2	-	2.1745	2.9468	5.1213	2	Alu	ENSG00000176102.14	""	TE
chr11	33132334	33132354	chr11-877	15.5	-	1.8909	1.8418	3.7326	2	First intron	ENSG00000176102.14	""	Genic
chr11	33133777	33133797	chr11-1586	15.5	-	1.8909	1.9338	3.8247	2	Alu	ENSG00000176102.14	""	TE
chr11	33134874	33134894	chr11-8274	4.73	-	1.5127	0.8288	2.3415	2	First intron	ENSG00000176102.14	""	Genic
chr11	33136503	33136523	chr11-748	18.1	-	2.5527	2.0259	4.5786	2	First intron	ENSG00000176102.14	""	Genic
chr11	33137364	33137384	chr11-1055	8.6	-	1.1345	1.4734	2.6079	2	First intron	ENSG00000176102.14	""	Genic
chr11	33138209	33138229	chr11-2238	12.5	-	1.4182	2.3022	3.7204	2	First intron	ENSG00000176102.14	""	Genic
chr11	33138351	33138371	chr11-2239	9.89	-	0.9454	1.3813	2.3268	2	First intron	ENSG00000176102.14	""	Genic
chr11	33141010	33141030	chr11-3736	7.74	-	0.9454	1.1051	2.0505	2	3'UTR	ENSG00000176102.14	""	Genic
chr11	33143957	33143977	chr11-3280	6.02	-	0.7564	1.1971	1.9535	2	Alu	ENSG00000176102.14	""	TE
chr11	33144793	33144813	chr11-1418	10.7	-	1.1345	1.4734	2.6079	2	Alu	ENSG00000176102.14	""	TE
chr11	33144946	33144966	chr11-5846	11.6	-	1.3236	2.0259	3.3496	2	Alu	ENSG00000176102.14	""	TE
chr11	33145364	33145384	chr11-10063	4.73	-	0.8509	1.1051	1.956	2	Alu	ENSG00000176102.14	""	TE
chr11	33147266	33147286	chr11-2512	10.7	-	1.2291	1.5655	2.7946	2	Alu	ENSG00000176102.14	""	TE
chr11	33147547	33147567	chr11-2240	10.7	-	1.4182	1.6576	3.0757	2	Alu	ENSG00000176102.14	""	TE
chr11	33148663	33148683	chr11-2862	8.6	-	0.9454	1.4734	2.4188	2	Alu	ENSG00000176102.14	""	TE
chr11	33149997	33150017	chr11-1271	12.5	-	1.7018	1.9338	3.6356	2	Alu	ENSG00000176102.14	""	TE
chr11	33150660	33150680	chr11-2241	8.17	-	1.1345	1.1971	2.3317	2	Alu	ENSG00000176102.14	""	TE
chr11	33150832	33150852	chr11-379	24.9	-	3.12	2.8547	5.9747	2	Alu	ENSG00000176102.14	""	TE
chr11	33152930	33152950	chr11-749	20.6	-	1.9854	2.9468	4.9322	2	Alu	ENSG00000176102.14	""	TE
chr11	33155336	33155356	chr11-1056	17.6	-	2.08	2.6706	4.7505	2	Alu	ENSG00000176102.14	""	TE
chr11	33156777	33156797	chr11-2242	8.17	-	0.8509	1.2892	2.1401	2	CDS	ENSG00000176102.14	""	Genic
chr11	33159266	33159286	chr11-2863	8.17	-	1.2291	1.2892	2.5183	2	Alu	ENSG00000176102.14	""	TE
chr11	33159405	33159425	chr11-8278	6.02	-	1.2291	0.7367	1.9658	2	Alu	ENSG00000176102.14	""	TE
chr11	33159567	33159587	chr11-1587	14.6	-	2.2691	1.5655	3.8346	2	Alu	ENSG00000176102.14	""	TE
chr11	33161347	33161367	chr11-1754	9.46	-	0.8509	1.6576	2.5085	2	5'UTR	ENSG00000176102.14	""	Genic
chr11	33263344	33263364	chr11-1419	11.6	+	0.8509	2.0259	2.8768	2	Alu	ENSG00000110422.13	""	TE
chr11	33267149	33267169	chr11-1588	12	+	1.7018	1.2892	2.991	2	Alu	ENSG00000110422.13	""	TE
chr11	33274168	33274188	chr11-2243	8.17	+	0.8509	1.2892	2.1401	2	First intron	ENSG00000110422.13	""	Genic
chr11	33281088	33281108	chr11-2513	10.7	+	0.1891	2.118	2.3071	2	Alu	ENSG00000110422.13	""	TE
chr11	33283137	33283157	chr11-3740	11.2	+	1.5127	1.4734	2.9861	2	Alu	ENSG00000110422.13	""	TE
chr11	33283691	33283711	chr11-1589	12	+	1.1345	1.4734	2.6079	2	Alu	ENSG00000110422.13	""	TE
chr11	33302362	33302382	chr11-2244	10.7	+	1.04	1.5655	2.6055	2	Alu	ENSG00000110422.13	""	TE
chr11	33305871	33305891	chr11-3741	8.17	+	1.2291	0.8288	2.0579	2	Alu	ENSG00000110422.13	""	TE
chr11	33306966	33306986	chr11-5851	6.02	+	1.04	0.8288	1.8688	2	Alu	ENSG00000110422.13	""	TE
chr11	33317010	33317030	chr11-3742	8.6	+	0.9454	1.4734	2.4188	2	Alu	ENSG00000110422.13	""	TE
chr11	33326688	33326708	chr11-2245	13.8	+	1.5127	1.4734	2.9861	2	Alu	ENSG00000110422.13	""	TE
chr11	33330910	33330930	chr11-3743	7.31	+	0.9454	1.1051	2.0505	2	Alu	ENSG00000110422.13	""	TE
chr11	33337380	33337400	chr11-1755	12.9	+	1.5127	1.4734	2.9861	2	Alu	ENSG00000110422.13	""	TE
chr11	33340101	33340121	chr11-2246	13.3	+	1.7963	1.6576	3.4539	2	Alu	ENSG00000110422.13	""	TE
chr11	33349949	33349969	chr11-10073	10.7	+	2.3636	0.0921	2.4557	2	Alu	ENSG00000110422.13	""	TE
chr11	33708573	33708593	chr11-1965	14.6	-	1.7018	1.7497	3.4515	2	3'UTR	ENSG00000085063.19	""	Genic
chr11	33720711	33720731	chr11-4364	9.03	-	1.04	0.9209	1.9609	2	CDS	ENSG00000085063.19	""	Genic
chr11	33730385	33730405	chr11-2865	9.46	-	1.2291	0.9209	2.15	2	Alu	ENSG00000085063.19	""	TE
chr11	33735579	33735599	chr11-2247	8.6	-	0.7564	1.3813	2.1377	2	3'UTR-distal	ENSG00000085063.19	""	Genic
chr11	33735885	33735905	chr11-5034	7.31	-	0.8509	1.013	1.8639	2	3'UTR-distal	ENSG00000085063.19	""	Genic
chr11	34053292	34053312	chr11-1590	9.03	+	0.6618	1.8418	2.5036	2	First intron	ENSG00000135387.22	""	Genic
chr11	34054620	34054640	chr11-956	12.5	+	1.7018	2.0259	3.7277	2	Alu	ENSG00000135387.22	""	TE
chr11	34055182	34055202	chr11-287	33.1	+	3.7818	4.5123	8.2941	2	Alu	ENSG00000135387.22	""	TE
chr11	34055350	34055370	chr11-750	17.6	+	2.5527	2.4864	5.0391	2	Alu	ENSG00000135387.22	""	TE
chr11	34055763	34055783	chr11-2866	7.31	+	1.1345	1.2892	2.4238	2	First intron	ENSG00000135387.22	""	Genic
chr11	34057747	34057767	chr11-1756	10.3	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000135387.22	""	TE
chr11	34058164	34058184	chr11-2248	11.2	+	0.8509	1.7497	2.6006	2	Alu	ENSG00000135387.22	""	TE
chr11	34059294	34059314	chr11-2867	8.17	+	1.7963	0.3684	2.1647	2	Alu	ENSG00000135387.22	""	TE
chr11	34059904	34059924	chr11-654	25.4	+	2.5527	2.9468	5.4995	2	Alu	ENSG00000135387.22	""	TE
chr11	34060367	34060387	chr11-2249	8.17	+	1.2291	0.9209	2.15	2	Alu	ENSG00000135387.22	""	TE
chr11	34066007	34066027	chr11-2514	7.31	+	0.6618	1.4734	2.1352	2	Alu	ENSG00000135387.22	""	TE
chr11	34066167	34066187	chr11-3284	7.31	+	1.04	1.4734	2.5134	2	Alu	ENSG00000135387.22	""	TE
chr11	34066666	34066686	chr11-2868	12.5	+	1.5127	1.5655	3.0782	2	Alu	ENSG00000135387.22	""	TE
chr11	34066830	34066850	chr11-3745	8.17	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000135387.22	""	TE
chr11	34066959	34066979	chr11-2869	8.17	+	1.4182	1.1971	2.6153	2	Alu	ENSG00000135387.22	""	TE
chr11	34067528	34067548	chr11-1966	10.3	+	1.9854	1.7497	3.7351	2	Alu	ENSG00000135387.22	""	TE
chr11	34068827	34068847	chr11-6893	4.73	+	1.6072	0.7367	2.344	2	First intron	ENSG00000135387.22	""	Genic
chr11	34069179	34069199	chr11-437	22.4	+	2.4581	3.2231	5.6812	2	Alu	ENSG00000135387.22	""	TE
chr11	34069339	34069359	chr11-3285	8.17	+	0.9454	1.2892	2.2347	2	Alu	ENSG00000135387.22	""	TE
chr11	34070410	34070430	chr11-704	20.2	+	1.9854	2.5785	4.5639	2	Alu	ENSG00000135387.22	""	TE
chr11	34070578	34070598	chr11-3746	9.89	+	2.4581	0.5525	3.0107	2	Alu	ENSG00000135387.22	""	TE
chr11	34075076	34075096	chr11-2250	7.74	+	1.7963	0.9209	2.7172	2	Alu	ENSG00000135387.22	""	TE
chr11	34076759	34076779	chr11-751	17.6	+	2.6472	2.0259	4.6732	2	Alu	ENSG00000135387.22	""	TE
chr11	34079009	34079029	chr11-3286	13.8	+	2.4581	0.6446	3.1028	2	LINE	ENSG00000135387.22	""	TE
chr11	34081230	34081250	chr11-878	18.9	+	2.9309	2.0259	4.9568	2	Alu	ENSG00000135387.22	""	TE
chr11	34081520	34081540	chr11-811	15.9	+	2.3636	2.118	4.4816	2	Alu	ENSG00000135387.22	""	TE
chr11	34081815	34081835	chr11-655	18.9	+	1.7963	2.3022	4.0985	2	Alu	ENSG00000135387.22	""	TE
chr11	34082214	34082234	chr11-2251	9.89	+	2.5527	1.1051	3.6577	2	Alu	ENSG00000135387.22	""	TE
chr11	34084123	34084143	chr11-752	17.6	+	2.2691	2.2101	4.4792	2	Alu	ENSG00000135387.22	""	TE
chr11	34091315	34091335	chr11-2870	7.74	+	0.8509	1.013	1.8639	2	Alu	ENSG00000135387.22	""	TE
chr11	34092384	34092404	chr11-571	30.5	+	6.0508	3.4073	9.4581	2	Alu	ENSG00000135387.22	""	TE
chr11	34092551	34092571	chr11-2871	6.45	+	1.4182	0.8288	2.247	2	Alu	ENSG00000135387.22	""	TE
chr11	34093050	34093070	chr11-1967	8.6	+	1.04	1.1051	2.145	2	Alu	ENSG00000135387.22	""	TE
chr11	34093223	34093243	chr11-1968	10.3	+	1.7018	1.4734	3.1752	2	Alu	ENSG00000135387.22	""	TE
chr11	34094910	34094930	chr11-1591	12	+	2.8363	2.118	4.9543	2	Alu	ENSG00000135387.22	""	TE
chr11	34095073	34095093	chr11-1757	9.03	+	1.1345	1.013	2.1475	2	Alu	ENSG00000135387.22	""	TE
chr11	34100162	34100182	chr11-1272	11.2	+	3.309	0.4604	3.7695	2	3'UTR	ENSG00000135387.22	""	Genic
chr11	34123886	34123906	chr11-3288	11.6	+	1.1345	1.3813	2.5158	2	Alu	ENSG00000135372.11	""	TE
chr11	34129636	34129656	chr11-2872	8.6	+	0.7564	1.4734	2.2298	2	Alu	ENSG00000135372.11	""	TE
chr11	34133785	34133805	chr11-1152	16.3	+	1.6072	2.0259	3.6332	2	Deep intronic	ENSG00000135372.11	""	Genic
chr11	34176252	34176272	chr11-8294	8.17	-	1.2291	0.7367	1.9658	2	Alu	ENSG00000166016.7	""	TE
chr11	34225430	34225450	chr11-3290	8.6	-	0.7564	1.3813	2.1377	2	First intron	ENSG00000166016.7	""	Genic
chr11	34262009	34262029	chr11-1420	11.6	-	0.9454	1.9338	2.8793	2	First intron	ENSG00000166016.7	""	Genic
chr11	34287365	34287385	chr11-2873	7.31	-	1.6072	0.8288	2.436	2	Alu	ENSG00000166016.7	""	TE
chr11	34295157	34295177	chr11-1969	9.89	-	0.8509	1.4734	2.3243	2	Alu	ENSG00000166016.7	""	TE
chr11	34306953	34306973	chr11-2515	9.03	-	1.7963	0.4604	2.2568	2	First intron	ENSG00000166016.7	""	Genic
chr11	34308840	34308860	chr11-1421	10.7	-	1.3236	1.1971	2.5208	2	Alu	ENSG00000166016.7	""	TE
chr11	34321342	34321362	chr11-5038	6.02	-	1.2291	0.6446	1.8737	2	First intron	ENSG00000166016.7	""	Genic
chr11	34326431	34326451	chr11-3749	6.88	-	0.6618	1.1971	1.859	2	Alu	ENSG00000166016.7	""	TE
chr11	34326600	34326620	chr11-2516	12.5	-	1.7018	1.4734	3.1752	2	Alu	ENSG00000166016.7	""	TE
chr11	34327046	34327066	chr11-2874	9.03	-	1.3236	0.9209	2.2445	2	Alu	ENSG00000166016.7	""	TE
chr11	34331042	34331062	chr11-2517	8.6	-	1.7018	2.2101	3.9119	2	First intron	ENSG00000166016.7	""	Genic
chr11	34331777	34331797	chr11-1153	11.6	-	0.9454	1.8418	2.7872	2	First intron	ENSG00000166016.7	""	Genic
chr11	34332792	34332812	chr11-3294	8.6	-	2.4581	0.0921	2.5502	2	First intron	ENSG00000166016.7	""	Genic
chr11	34333728	34333748	chr11-2252	10.3	-	0.8509	1.5655	2.4164	2	Alu	ENSG00000166016.7	""	TE
chr11	34333988	34334008	chr11-656	25.8	-	3.6872	2.8547	6.5419	2	First intron	ENSG00000166016.7	""	Genic
chr11	34336613	34336633	chr11-2253	11.2	-	2.08	1.013	3.0929	2	Alu	ENSG00000166016.7	""	TE
chr11	34338350	34338370	chr11-1057	14.6	-	1.5127	2.5785	4.0912	2	Alu	ENSG00000166016.7	""	TE
chr11	34338675	34338695	chr11-473	20.6	-	2.08	2.9468	5.0268	2	Alu	ENSG00000166016.7	""	TE
chr11	34347404	34347424	chr11-6902	6.88	-	1.5127	0.5525	2.0652	2	Alu	ENSG00000166016.7	""	TE
chr11	34351910	34351930	chr11-2518	8.6	-	1.04	0.9209	1.9609	2	First intron	ENSG00000166016.7	""	Genic
chr11	34352862	34352882	chr11-3751	8.17	-	1.04	1.2892	2.3292	2	Alu	ENSG00000166016.7	""	TE
chr11	34440753	34440773	chr11-2875	7.31	+	2.1745	0.5525	2.727	2	Alu	ENSG00000121691.8	""	TE
chr11	34460481	34460501	chr11-380	19.3	+	2.4581	2.5785	5.0366	2	Alu	ENSG00000121691.8	""	TE
chr11	34460643	34460663	chr11-1154	10.3	+	1.4182	1.1051	2.5232	2	Alu	ENSG00000121691.8	""	TE
chr11	34929263	34929283	chr11-5869	6.45	+	0.6618	1.2892	1.951	2	Alu	ENSG00000110435.14	""	TE
chr11	34944310	34944330	chr11-5041	7.31	+	0.6618	1.1971	1.859	2	Alu	ENSG00000110435.14	""	TE
chr11	34949272	34949292	chr11-3752	5.59	+	1.6072	0.5525	2.1598	2	Alu	ENSG00000110435.14	""	TE
chr11	34963300	34963320	chr11-2519	10.7	+	1.3236	1.7497	3.0733	2	Alu	ENSG00000110435.14	""	TE
chr11	35258914	35258934	chr11-5874	4.3	-	0.9454	1.1051	2.0505	2	3'UTR	ENSG00000110436.14	""	Genic
chr11	35333391	35333411	chr11-3296	7.31	-	0.7564	1.1051	1.8614	2	Alu	ENSG00000110436.14	""	TE
chr11	35342758	35342778	chr11-3753	7.31	-	1.2291	0.9209	2.15	2	Alu	ENSG00000110436.14	""	TE
chr11	35348864	35348884	chr11-2520	7.31	-	0.3782	1.4734	1.8516	2	Alu	ENSG00000110436.14	""	TE
chr11	35355860	35355880	chr11-1970	11.6	-	1.6072	1.1051	2.7123	2	Alu	ENSG00000110436.14	""	TE
chr11	35356471	35356491	chr11-6906	4.3	-	0.4727	1.3813	1.854	2	First intron	ENSG00000110436.14	""	Genic
chr11	35357228	35357248	chr11-1273	15	-	1.1345	2.118	3.2526	2	Alu	ENSG00000110436.14	""	TE
chr11	35357955	35357975	chr11-2254	8.6	-	0.9454	1.1971	2.1426	2	Alu	ENSG00000110436.14	""	TE
chr11	35358114	35358134	chr11-2255	9.03	-	1.04	1.6576	2.6976	2	Alu	ENSG00000110436.14	""	TE
chr11	35686583	35686603	chr11-2256	7.31	+	1.3236	0.6446	1.9682	2	Alu	ENSG00000166326.8	""	TE
chr11	35740187	35740207	chr11-2521	8.17	+	1.8909	1.3813	3.2722	2	Deep intronic	ENSG00000166326.8	""	Genic
chr11	35746472	35746492	chr11-2257	8.6	+	0.8509	1.013	1.8639	2	Deep intronic	ENSG00000166326.8	""	Genic
chr11	35753752	35753772	chr11-1422	10.3	+	1.3236	1.7497	3.0733	2	Alu	ENSG00000166326.8	""	TE
chr11	35762294	35762314	chr11-2522	7.74	+	1.8909	0.8288	2.7197	2	Deep intronic	ENSG00000166326.8	""	Genic
chr11	36457576	36457596	chr11-6909	9.89	-	1.3236	1.1051	2.4287	2	Alu	""	""	TE
chr11	41469359	41469379	chr11-10145	9.03	-	0.7564	1.1971	1.9535	2	Alu	""	""	TE
chr11	42271965	42271985	chr11-5045	10.7	+	1.3236	1.013	2.3366	2	Alu	""	""	TE
chr11	43324041	43324061	chr11-3755	5.59	+	0.8509	1.013	1.8639	2	Alu	ENSG00000166181.14	""	TE
chr11	43324366	43324386	chr11-6911	4.73	+	1.4182	0.3684	1.7865	2	Deep intronic	ENSG00000166181.14	""	Genic
chr11	43369647	43369667	chr11-6914	8.6	+	1.04	1.1971	2.2371	2	Alu	ENSG00000052841.17	""	TE
chr11	43372329	43372349	chr11-2523	11.6	+	1.3236	1.4734	2.797	2	Alu	ENSG00000052841.17	""	TE
chr11	43380283	43380303	chr11-3298	6.88	+	0.3782	1.5655	1.9437	2	Alu	ENSG00000052841.17	""	TE
chr11	43395281	43395301	chr11-3299	8.17	+	1.4182	0.8288	2.247	2	Alu	ENSG00000052841.17	""	TE
chr11	43424102	43424122	chr11-3756	8.17	+	1.3236	0.5525	1.8761	2	Alu	ENSG00000052841.17	""	TE
chr11	43433023	43433043	chr11-3757	7.74	+	1.1345	0.8288	1.9633	2	Alu	ENSG00000052841.17	""	TE
chr11	43459426	43459446	chr11-6916	4.3	+	1.04	0.9209	1.9609	2	LTR/ERV	ENSG00000052841.17	""	TE
chr11	43481820	43481840	chr11-1274	18.9	+	1.9854	2.118	4.1034	2	Alu	ENSG00000052841.17	""	TE
chr11	43647297	43647317	chr11-1423	17.2	+	1.6072	2.3943	4.0015	2	Alu	ENSG00000235661.4	MIR670HG	TE
chr11	43681392	43681412	chr11-2524	8.6	+	1.1345	1.2892	2.4238	2	First intron	ENSG00000149084.14	""	Genic
chr11	43681481	43681501	chr11-5881	5.16	+	1.04	0.9209	1.9609	2	First intron	ENSG00000149084.14	""	Genic
chr11	43681877	43681897	chr11-5048	5.59	+	0.8509	1.1051	1.956	2	First intron	ENSG00000149084.14	""	Genic
chr11	43682018	43682038	chr11-2525	6.45	+	0.3782	2.118	2.4962	2	First intron	ENSG00000149084.14	""	Genic
chr11	43682811	43682831	chr11-2877	8.6	+	1.1345	1.2892	2.4238	2	Alu	ENSG00000149084.14	""	TE
chr11	43685574	43685594	chr11-1058	12.9	+	1.2291	2.3022	3.5313	2	Other SINE	ENSG00000149084.14	""	TE
chr11	43689573	43689593	chr11-418	39.5	+	4.9163	4.9728	9.889	2	Alu	ENSG00000149084.14	""	TE
chr11	43689740	43689760	chr11-1275	11.2	+	2.4581	0.6446	3.1028	2	Alu	ENSG00000149084.14	""	TE
chr11	43690431	43690451	chr11-1971	12	+	2.2691	1.1051	3.3741	2	Alu	ENSG00000149084.14	""	TE
chr11	43699342	43699362	chr11-4375	8.17	+	1.3236	0.6446	1.9682	2	First intron	ENSG00000149084.14	""	Genic
chr11	43705791	43705811	chr11-3302	10.7	+	1.8909	0.7367	2.6276	2	Alu	ENSG00000149084.14	""	TE
chr11	43708974	43708994	chr11-2878	10.7	+	1.8909	0.6446	2.5355	2	First intron	ENSG00000149084.14	""	Genic
chr11	43709147	43709167	chr11-2258	36.1	+	4.5381	3.5914	8.1295	2	Alu	ENSG00000149084.14	""	TE
chr11	43709317	43709337	chr11-3303	6.45	+	1.1345	1.1051	2.2396	2	Alu	ENSG00000149084.14	""	TE
chr11	43710815	43710835	chr11-3758	7.74	+	1.6072	0.6446	2.2519	2	Alu	ENSG00000149084.14	""	TE
chr11	43711499	43711519	chr11-2259	8.6	+	0.8509	1.3813	2.2322	2	Alu	ENSG00000149084.14	""	TE
chr11	43712398	43712418	chr11-6925	12.5	-	1.7018	1.1051	2.8068	2	Alu	""	""	TE
chr11	43728090	43728110	chr11-2526	9.46	+	1.7963	0.9209	2.7172	2	Alu	ENSG00000149084.14	""	TE
chr11	43732653	43732673	chr11-3759	9.03	+	1.1345	0.9209	2.0554	2	Alu	ENSG00000149084.14	""	TE
chr11	43741759	43741779	chr11-3304	9.03	+	1.8909	0.7367	2.6276	2	Alu	ENSG00000149084.14	""	TE
chr11	43759753	43759773	chr11-812	27.1	+	3.8763	3.4993	7.3756	2	Alu	ENSG00000149084.14	""	TE
chr11	43759940	43759960	chr11-2260	8.17	+	1.7018	1.6576	3.3594	2	Alu	ENSG00000149084.14	""	TE
chr11	43760240	43760260	chr11-1758	6.88	+	1.4182	1.3813	2.7995	2	Alu	ENSG00000149084.14	""	TE
chr11	43765863	43765883	chr11-813	14.2	+	3.2145	3.4993	6.7138	2	Alu	ENSG00000149084.14	""	TE
chr11	43771485	43771505	chr11-1592	17.2	+	2.08	1.7497	3.8296	2	Alu	ENSG00000149084.14	""	TE
chr11	43773269	43773289	chr11-2527	7.31	+	1.5127	0.9209	2.4336	2	Alu	ENSG00000149084.14	""	TE
chr11	43774239	43774259	chr11-1593	22.4	+	2.2691	3.0389	5.308	2	Alu	ENSG00000149084.14	""	TE
chr11	43780192	43780212	chr11-1972	7.31	+	0.9454	1.1971	2.1426	2	Alu	ENSG00000149084.14	""	TE
chr11	43792708	43792728	chr11-957	12.9	+	1.4182	1.8418	3.2599	2	Alu	ENSG00000149084.14	""	TE
chr11	43823299	43823319	chr11-1973	9.03	+	1.7018	1.3813	3.0831	2	Alu	ENSG00000149084.14	""	TE
chr11	43860709	43860729	chr11-1155	12.5	+	1.9854	1.013	2.9984	2	3'UTR-distal	""	""	Genic
chr11	43863627	43863647	chr11-5887	6.45	+	0.5673	1.2892	1.8565	2	3'UTR-distal	""	""	Genic
chr11	44249019	44249039	chr11-4380	6.88	+	0.9454	1.013	1.9584	2	3'UTR	ENSG00000151348.17	""	Genic
chr11	45861468	45861488	chr11-2528	10.3	+	1.2291	1.2892	2.5183	2	Alu	ENSG00000121671.13	""	TE
chr11	45958579	45958599	chr11-4381	7.74	-	1.04	0.8288	1.8688	2	Alu	ENSG00000135365.18	""	TE
chr11	45972883	45972903	chr11-2879	11.2	-	1.04	1.6576	2.6976	2	Alu	ENSG00000135365.18	""	TE
chr11	46066501	46066521	chr11-1974	7.74	-	0.9454	2.3022	3.2476	2	Alu	ENSG00000135365.18	""	TE
chr11	46066673	46066693	chr11-1424	13.3	-	0.8509	2.2101	3.061	2	Alu	ENSG00000135365.18	""	TE
chr11	46073300	46073320	chr11-879	15.9	-	1.7963	2.118	3.9144	2	Alu	ENSG00000135365.18	""	TE
chr11	46094870	46094890	chr11-1156	19.8	-	1.3236	3.131	4.4546	2	Alu	ENSG00000135365.18	""	TE
chr11	46113797	46113817	chr11-4382	6.88	-	1.2291	0.8288	2.0579	2	Alu	ENSG00000135365.18	""	TE
chr11	46406854	46406874	chr11-1594	8.6	-	1.2291	2.118	3.3471	2	Alu	ENSG00000110497.16	""	TE
chr11	46407367	46407387	chr11-2261	13.3	-	1.3236	2.2101	3.5337	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46416451	46416471	chr11-3305	7.74	-	0.9454	1.1971	2.1426	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46427981	46428001	chr11-753	16.8	-	2.7418	1.6576	4.3994	2	Alu	ENSG00000110497.16	""	TE
chr11	46434087	46434107	chr11-1425	12	-	1.3236	1.9338	3.2575	2	Alu	ENSG00000110497.16	""	TE
chr11	46445025	46445045	chr11-1975	9.03	-	0.9454	1.3813	2.3268	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46447341	46447361	chr11-5059	6.02	-	0.7564	1.1051	1.8614	2	Alu	ENSG00000110497.16	""	TE
chr11	46457879	46457899	chr11-2880	11.6	-	1.4182	1.6576	3.0757	2	Alu	ENSG00000110497.16	""	TE
chr11	46458127	46458147	chr11-4385	6.88	-	0.2836	1.6576	1.9412	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46459695	46459715	chr11-572	17.2	-	0.8509	3.0389	3.8898	2	Alu	ENSG00000110497.16	""	TE
chr11	46460891	46460911	chr11-3764	5.59	-	0.8509	1.013	1.8639	2	Alu	ENSG00000110497.16	""	TE
chr11	46461215	46461235	chr11-4386	7.31	-	0.9454	0.9209	1.8663	2	Alu	ENSG00000110497.16	""	TE
chr11	46463814	46463834	chr11-3765	6.88	-	1.1345	0.8288	1.9633	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46464295	46464315	chr11-4387	6.02	-	0.9454	1.4734	2.4188	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46465014	46465034	chr11-1276	16.8	-	1.7963	2.3022	4.0985	2	Alu	ENSG00000110497.16	""	TE
chr11	46468786	46468806	chr11-880	16.3	-	1.3236	2.5785	3.9021	2	Alu	ENSG00000110497.16	""	TE
chr11	46469114	46469134	chr11-3768	6.45	-	0.6618	1.3813	2.0431	2	Alu	ENSG00000110497.16	""	TE
chr11	46470731	46470751	chr11-2529	8.6	-	0.8509	1.5655	2.4164	2	Alu	ENSG00000110497.16	""	TE
chr11	46474137	46474157	chr11-1426	11.6	-	1.5127	1.1971	2.7098	2	LTR/ERV	ENSG00000110497.16	""	TE
chr11	46474837	46474857	chr11-3769	10.3	-	1.5127	0.9209	2.4336	2	Deep intronic	ENSG00000110497.16	""	Genic
chr11	46479173	46479193	chr11-3770	9.03	-	0.6618	1.4734	2.1352	2	Alu	ENSG00000110497.16	""	TE
chr11	46479370	46479390	chr11-3771	6.45	-	1.2291	0.6446	1.8737	2	LTR/ERV	ENSG00000110497.16	""	TE
chr11	46479485	46479505	chr11-3772	7.74	-	0.5673	1.2892	1.8565	2	Alu	ENSG00000110497.16	""	TE
chr11	46483543	46483563	chr11-4389	6.45	-	0.7564	1.2892	2.0456	2	Deep intronic	ENSG00000110497.16	""	Genic
