chr	start	end	name	score	strand	NormedTC_ENCFF452ZWM	NormedTC_ENCFF786UGT	NormedTC_K562_ELAVL1	BC_K562_ELAVL1	annotation	gene	external_gene_name	grouped_annotation
chr14	35026420	35026440	chr14-645	12.9	+	2.294	1.3216	3.6156	2	CDS	ENSG00000100883.14	""	Genic
chr14	35026858	35026878	chr14-497	38	+	8.8229	3.0209	11.8438	2	Alu	ENSG00000100883.14	""	TE
chr14	35027051	35027071	chr14-390	42.5	+	8.6464	3.0209	11.6673	2	Alu	ENSG00000100883.14	""	TE
chr14	35029286	35029306	chr14-844	8.94	+	2.9998	0.8496	3.8494	2	3'UTR	ENSG00000100883.14	""	Genic
chr14	35029393	35029413	chr14-1623	8.38	+	1.5881	1.416	3.0042	2	3'UTR	ENSG00000100883.14	""	Genic
chr14	35058584	35058604	chr14-1155	12.3	+	2.4704	0.944	3.4144	2	Alu	ENSG00000151327.15	""	TE
chr14	35099761	35099781	chr14-1348	28.5	+	6.5289	1.7936	8.3226	2	Alu	""	""	TE
chr14	35272007	35272027	chr14-1351	51.4	-	12.705	1.888	14.593	2	Alu	""	""	TE
chr14	35296342	35296362	chr14-2444	5.59	+	2.6469	0.3776	3.0245	2	Alu	ENSG00000100902.12	""	TE
chr14	35304998	35305018	chr14-1956	13.4	+	2.1175	1.2272	3.3447	2	Alu	ENSG00000100902.12	""	TE
chr14	35305160	35305180	chr14-1624	22.4	+	3.3527	1.9824	5.3351	2	Alu	ENSG00000100902.12	""	TE
chr14	35589907	35589927	chr14-2445	26.3	+	5.6467	1.416	7.0627	2	Alu	""	""	TE
chr14	35697368	35697388	chr14-455	41.3	+	8.9994	2.7377	11.737	2	Alu	""	""	TE
chr14	35782062	35782082	chr14-5049	11.7	+	2.4704	0.6608	3.1312	2	LINE	""	""	TE
chr14	35820481	35820501	chr14-301	30.7	+	4.5879	2.7377	7.3256	2	Deep intronic	""	""	Genic
chr14	36319967	36319987	chr14-1157	6.71	-	4.5879	1.0384	5.6263	2	First intron	ENSG00000151332.21	""	Genic
chr14	36710361	36710381	chr14-456	36.9	-	7.5877	2.9265	10.5142	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	36726412	36726432	chr14-161	25.1	-	2.8233	3.5873	6.4106	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	36764508	36764528	chr14-457	11.7	-	1.7646	1.888	3.6526	2	Deep intronic	ENSG00000183032.12	SLC25A21	Genic
chr14	36770504	36770524	chr14-332	15.6	-	2.1175	2.7377	4.8552	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	36793895	36793915	chr14-417	15.1	-	1.941	1.7936	3.7347	2	Deep intronic	ENSG00000183032.12	SLC25A21	Genic
chr14	36983931	36983951	chr14-418	13.4	-	1.2352	1.888	3.1232	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	36984114	36984134	chr14-391	14.5	-	1.0587	2.5489	3.6076	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	36992388	36992408	chr14-646	19	-	1.4117	2.7377	4.1493	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37041464	37041484	chr14-1629	13.4	-	1.2352	2.0768	3.3121	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37042370	37042390	chr14-1355	8.38	-	1.5881	1.416	3.0042	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37060714	37060734	chr14-1356	11.2	-	1.7646	1.6048	3.3694	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37061582	37061602	chr14-847	8.38	-	2.1175	2.0768	4.1943	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37065301	37065321	chr14-392	16.8	-	1.941	2.8321	4.7731	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37074182	37074202	chr14-990	14	-	1.2352	2.1712	3.4065	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37095510	37095530	chr14-498	14	-	2.4704	2.0768	4.5473	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37130058	37130078	chr14-849	28.5	-	4.7644	2.6433	7.4076	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37130523	37130543	chr14-1636	7.26	-	1.5881	1.7936	3.3818	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37134626	37134646	chr14-992	19	-	1.5881	2.8321	4.4202	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37136263	37136283	chr14-736	15.6	-	2.1175	1.9824	4.0999	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37138223	37138243	chr14-393	12.3	-	2.6469	2.3601	5.0069	2	Satellite/LC	ENSG00000183032.12	SLC25A21	TE
chr14	37150347	37150367	chr14-737	15.1	-	1.4117	2.3601	3.7717	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37150606	37150626	chr14-1162	10.6	-	1.7646	1.7936	3.5582	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37152676	37152696	chr14-143	29.6	-	2.6469	5.1921	7.839	2	Satellite/LC	ENSG00000183032.12	SLC25A21	TE
chr14	37154369	37154389	chr14-1163	12.9	-	2.1175	2.7377	4.8552	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37154430	37154450	chr14-361	19.6	-	4.4115	3.1153	7.5267	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37154971	37154991	chr14-362	13.4	-	1.941	1.888	3.8291	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37155328	37155348	chr14-994	11.2	-	2.1175	2.7377	4.8552	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37155640	37155660	chr14-556	11.2	-	2.1175	3.0209	5.1384	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37156300	37156320	chr14-94	26.3	-	5.2937	3.2097	8.5034	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37157525	37157545	chr14-458	18.4	-	4.235	3.4929	7.7279	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37157602	37157622	chr14-738	11.7	-	1.2352	3.0209	4.2561	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37157699	37157719	chr14-104	34.6	-	8.47	6.3249	14.7949	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37157788	37157808	chr14-253	20.7	-	5.9996	3.7761	9.7757	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37158307	37158327	chr14-1164	8.94	-	1.4117	1.7936	3.2053	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37159041	37159061	chr14-739	11.2	-	2.6469	2.4545	5.1013	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37159197	37159217	chr14-557	11.2	-	1.5881	1.5104	3.0986	2	LINE	ENSG00000183032.12	SLC25A21	TE
chr14	37163525	37163545	chr14-648	12.3	-	1.7646	4.4369	6.2015	2	First intron	ENSG00000183032.12	SLC25A21	Genic
chr14	37165356	37165376	chr14-740	11.2	-	1.5881	1.5104	3.0986	2	Alu	ENSG00000183032.12	SLC25A21	TE
chr14	37309139	37309159	chr14-459	13.4	+	1.4117	1.6048	3.0165	2	Alu	ENSG00000151338.22	""	TE
chr14	37950324	37950344	chr14-1166	12.3	+	2.9998	1.0384	4.0382	2	LINE	""	""	TE
chr14	39032345	39032365	chr14-1638	6.71	-	3.1762	0.944	4.1203	2	3'UTR	ENSG00000100934.16	""	Genic
chr14	39032400	39032420	chr14-1361	7.82	-	2.6469	0.7552	3.4021	2	3'UTR	ENSG00000100934.16	""	Genic
chr14	39063982	39064002	chr14-1362	9.5	-	2.4704	0.5664	3.0368	2	Alu	ENSG00000100934.16	""	TE
chr14	39148417	39148437	chr14-74	73.2	-	14.2931	6.6081	20.9012	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39149335	39149355	chr14-996	10.6	-	2.294	1.3216	3.6156	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39149884	39149904	chr14-499	14.5	-	3.5292	3.0209	6.55	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39150072	39150092	chr14-2477	8.94	-	1.7646	1.5104	3.275	2	3'UTR	ENSG00000182400.16	""	Genic
chr14	39179600	39179620	chr14-419	34.6	+	4.9408	4.3425	9.2833	2	Alu	ENSG00000100941.10	""	TE
chr14	39181578	39181598	chr14-851	13.4	+	3.3527	4.6257	7.9784	2	CDS	ENSG00000100941.10	""	Genic
chr14	39182253	39182273	chr14-559	15.1	+	2.9998	1.7936	4.7934	2	3'UTR	ENSG00000100941.10	""	Genic
chr14	39182376	39182396	chr14-144	37.4	+	8.6464	6.5137	15.1602	2	3'UTR	ENSG00000100941.10	""	Genic
chr14	39182478	39182498	chr14-302	17.9	+	4.235	3.0209	7.2559	2	3'UTR	ENSG00000100941.10	""	Genic
chr14	39811711	39811731	chr14-1645	11.7	-	2.4704	0.7552	3.2256	2	Alu	""	""	TE
chr14	43300766	43300786	chr14-1646	7.82	+	1.4117	1.6048	3.0165	2	Other exon	ENSG00000304991.1	""	Genic
chr14	43700806	43700826	chr14-560	30.7	-	6.8819	1.5104	8.3923	2	LINE	""	""	TE
chr14	44928653	44928673	chr14-561	16.8	-	2.6469	1.6992	4.3461	2	3'UTR	ENSG00000179454.15	""	Genic
chr14	45096313	45096333	chr14-649	16.2	+	1.941	1.6992	3.6403	2	Satellite/LC	ENSG00000185246.19	""	TE
chr14	45096366	45096386	chr14-562	9.5	+	2.9998	1.888	4.8878	2	Proximal intronic	ENSG00000185246.19	""	Genic
chr14	45100663	45100683	chr14-1367	10.1	+	1.941	1.6992	3.6403	2	Deep intronic	ENSG00000185246.19	""	Genic
chr14	45147318	45147338	chr14-650	11.7	+	2.294	0.944	3.238	2	Alu	ENSG00000187790.13	""	TE
chr14	45203480	45203500	chr14-1171	6.71	-	1.7646	2.0768	3.8414	2	3'UTR	ENSG00000129534.15	""	Genic
chr14	45207626	45207646	chr14-500	14.5	-	3.8821	0.3776	4.2597	2	Alu	ENSG00000129534.15	""	TE
chr14	45207944	45207964	chr14-460	18.4	-	4.9408	1.9824	6.9233	2	Deep intronic	ENSG00000129534.15	""	Genic
chr14	45223044	45223064	chr14-1172	10.1	-	2.4704	0.944	3.4144	2	LINE	ENSG00000129534.15	""	TE
chr14	45234326	45234346	chr14-651	11.7	-	2.1175	1.1328	3.2503	2	LINE	ENSG00000129534.15	""	TE
chr14	46388485	46388505	chr14-420	453.7	-	66.3482	41.6313	107.9795	2	Alu	""	""	TE
chr14	46479008	46479028	chr14-741	16.2	-	3.8821	0.6608	4.5429	2	Alu	""	""	TE
chr14	46606770	46606790	chr14-501	45.3	-	9.7052	2.4545	12.1596	2	Alu	""	""	TE
chr14	46895700	46895720	chr14-1369	20.1	-	5.6467	0.472	6.1187	2	Alu	ENSG00000139915.22	MDGA2	TE
chr14	48013750	48013770	chr14-2489	20.7	+	3.5292	1.6048	5.134	2	LINE	""	""	TE
chr14	49583490	49583510	chr14-563	12.9	-	2.294	1.1328	3.4268	2	Alu	ENSG00000213741.12	""	TE
chr14	49584589	49584609	chr14-254	16.8	-	1.4117	2.2656	3.6773	2	Alu	ENSG00000213741.12	""	TE
chr14	49585339	49585359	chr14-997	16.8	-	0.7058	2.8321	3.5379	2	3'UTR	ENSG00000213741.12	""	Genic
chr14	49585554	49585574	chr14-303	15.6	-	2.1175	2.8321	4.9496	2	3'UTR	ENSG00000213741.12	""	Genic
chr14	49586348	49586368	chr14-76	80.5	-	7.7642	9.7234	17.4876	2	5'UTR	ENSG00000213741.12	""	Genic
chr14	49586591	49586611	chr14-119	1013.1	+	137.2843	104.503	241.7873	2	First intron	ENSG00000276168.1	RN7SL1	Genic
chr14	49586824	49586844	chr14-26	363.8	+	100.2281	29.9254	130.1536	2	First intron	ENSG00000276168.1	RN7SL1	Genic
chr14	49625335	49625355	chr14-77	39.1	-	5.6467	4.1537	9.8003	2	3'UTR	ENSG00000165506.15	DNAAF2	Genic
chr14	49656005	49656025	chr14-1176	10.6	-	2.1175	1.416	3.5335	2	Proximal intronic	ENSG00000100479.15	""	Genic
chr14	49661483	49661503	chr14-1981	6.15	-	2.6469	0.7552	3.4021	2	Deep intronic	ENSG00000100479.15	""	Genic
chr14	49678493	49678513	chr14-120	30.7	-	7.9406	2.5489	10.4895	2	Deep intronic	ENSG00000100479.15	""	Genic
chr14	49768409	49768429	chr14-78	33.5	+	8.47	1.9824	10.4524	2	5'UTR	ENSG00000165516.12	""	Genic
chr14	49768539	49768559	chr14-502	11.2	+	2.8233	0.7552	3.5785	2	CDS	ENSG00000165516.12	""	Genic
chr14	49817421	49817441	chr14-653	22.9	-	5.6467	1.5104	7.1571	2	Alu	ENSG00000165525.19	""	TE
chr14	49822638	49822658	chr14-1374	8.38	-	2.8233	0.8496	3.6729	2	Alu	ENSG00000165525.19	""	TE
chr14	49824855	49824875	chr14-461	12.3	-	2.8233	2.5489	5.3722	2	LINE	ENSG00000165525.19	""	TE
chr14	49825036	49825056	chr14-213	24.6	-	3.7056	4.5313	8.2369	2	LINE	ENSG00000165525.19	""	TE
chr14	49825350	49825370	chr14-855	11.2	-	2.1175	1.2272	3.3447	2	LINE	ENSG00000165525.19	""	TE
chr14	49826513	49826533	chr14-462	12.9	-	2.1175	1.6992	3.8167	2	LINE	ENSG00000165525.19	""	TE
chr14	49835197	49835217	chr14-145	34.6	-	4.235	4.0593	8.2943	2	Alu	ENSG00000165525.19	""	TE
chr14	49837469	49837489	chr14-421	17.3	-	2.6469	1.888	4.5349	2	Alu	ENSG00000165525.19	""	TE
chr14	49839415	49839435	chr14-857	23.5	-	6.3525	0.6608	7.0133	2	Deep intronic	ENSG00000165525.19	""	Genic
chr14	49862585	49862605	chr14-27	297.8	-	82.2294	22.5621	104.7915	2	Proximal intronic	ENSG00000274012.1	RN7SL2	Genic
chr14	49862824	49862844	chr14-146	1048.8	-	125.4616	110.0727	235.5344	2	Deep intronic	ENSG00000274012.1	RN7SL2	Genic
chr14	49894481	49894501	chr14-5	371	+	50.467	40.4985	90.9654	2	3'UTR	ENSG00000165527.9	""	Genic
chr14	49894658	49894678	chr14-46	53.6	+	20.4691	11.1394	31.6086	2	3'UTR	ENSG00000165527.9	""	Genic
chr14	50114837	50114857	chr14-654	10.1	-	2.9998	1.2272	4.227	2	3'UTR-distal	ENSG00000100483.15	""	Genic
chr14	50182593	50182613	chr14-1001	225.2	-	43.7616	14.9155	58.6771	2	CDS	ENSG00000100485.13	""	Genic
chr14	50196013	50196033	chr14-1002	12.3	-	2.8233	0.7552	3.5785	2	Alu	ENSG00000100485.13	""	TE
chr14	50246104	50246124	chr14-423	24.6	-	4.235	2.0768	6.3118	2	3'UTR	ENSG00000087299.13	""	Genic
chr14	50271676	50271696	chr14-1378	24.6	-	5.1173	2.7377	7.8549	2	Deep intronic	ENSG00000087299.13	""	Genic
chr14	50396164	50396184	chr14-277	27.9	-	3.8821	2.9265	6.8085	2	5'UTR	ENSG00000100490.11	""	Genic
chr14	50431279	50431299	chr14-4017	13.4	+	2.1175	1.1328	3.2503	2	LINE	""	""	TE
chr14	50432531	50432551	chr14-565	11.2	-	1.941	1.2272	3.1683	2	Satellite/LC	ENSG00000012983.13	""	TE
chr14	50454464	50454484	chr14-743	10.6	-	3.5292	2.3601	5.8892	2	Deep intronic	ENSG00000012983.13	""	Genic
chr14	50461383	50461403	chr14-503	11.2	-	2.294	1.416	3.71	2	Deep intronic	ENSG00000012983.13	""	Genic
chr14	50482761	50482781	chr14-175	29.6	-	5.9996	2.4545	8.454	2	Alu	ENSG00000012983.13	""	TE
chr14	50923660	50923680	chr14-1005	12.3	-	1.7646	1.6992	3.4638	2	First intron	ENSG00000100504.18	""	Genic
chr14	51246092	51246112	chr14-214	20.7	+	4.7644	3.0209	7.7852	2	First intron	ENSG00000139921.14	""	Genic
chr14	51246281	51246301	chr14-1179	7.82	+	2.6469	0.944	3.5909	2	LINE	ENSG00000139921.14	""	TE
chr14	51255213	51255233	chr14-363	31.3	+	5.4702	5.1921	10.6623	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	51255270	51255290	chr14-237	38	+	11.4698	8.4018	19.8715	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	51255414	51255434	chr14-111	44.1	+	5.8231	6.6081	12.4313	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	51255648	51255668	chr14-424	13.4	+	1.941	1.6992	3.6403	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	51256762	51256782	chr14-1661	8.38	+	1.0587	2.3601	3.4188	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	51256906	51256926	chr14-566	11.7	+	2.6469	1.6992	4.3461	2	3'UTR	ENSG00000139921.14	""	Genic
chr14	52124493	52124513	chr14-2517	13.4	+	1.941	1.2272	3.1683	2	LINE	""	""	TE
chr14	52476616	52476636	chr14-504	12.9	-	2.4704	1.2272	3.6976	2	LINE	ENSG00000087301.11	""	TE
chr14	52499519	52499539	chr14-1006	8.94	-	2.6469	0.8496	3.4965	2	LINE	ENSG00000087301.11	""	TE
chr14	52499584	52499604	chr14-463	12.9	-	2.294	1.2272	3.5212	2	LINE	ENSG00000087301.11	""	TE
chr14	52546289	52546309	chr14-2000	6.71	-	2.294	0.7552	3.0492	2	Alu	ENSG00000087301.11	""	TE
chr14	52640101	52640121	chr14-255	18.4	-	7.5877	2.5489	10.1365	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52640155	52640175	chr14-744	15.6	-	3.5292	1.416	4.9452	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52640689	52640709	chr14-745	10.1	-	3.5292	2.0768	5.606	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52640747	52640767	chr14-425	13.4	-	3.1762	1.888	5.0643	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52640964	52640984	chr14-147	29.6	-	8.1171	4.1537	12.2708	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52641279	52641299	chr14-38	63.7	-	15.7048	8.213	23.9177	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52641421	52641441	chr14-56	117.9	-	16.0577	11.6114	27.6691	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52641546	52641566	chr14-23	69.8	-	33.1741	23.5061	56.6802	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52641597	52641617	chr14-2	304	-	56.4666	28.1318	84.5984	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52642212	52642232	chr14-42	58.7	-	13.2344	5.6641	18.8985	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52642342	52642362	chr14-36	87.2	-	18.3516	9.157	27.5086	2	3'UTR	ENSG00000197930.14	""	Genic
chr14	52714055	52714075	chr14-746	15.1	+	2.4704	1.416	3.8864	2	Alu	ENSG00000100519.13	""	TE
chr14	52717975	52717995	chr14-747	12.3	+	2.9998	0.8496	3.8494	2	Alu	ENSG00000100519.13	""	TE
chr14	52739655	52739675	chr14-215	17.3	+	3.5292	1.1328	4.662	2	Alu	ENSG00000198252.13	""	TE
chr14	52740239	52740259	chr14-568	18.4	+	3.1762	1.5104	4.6867	2	Alu	ENSG00000198252.13	""	TE
chr14	52771693	52771713	chr14-1384	7.26	+	1.4117	1.7936	3.2053	2	3'UTR	ENSG00000198252.13	""	Genic
chr14	52771940	52771960	chr14-394	15.1	+	4.0585	1.6992	5.7578	2	3'UTR	ENSG00000198252.13	""	Genic
chr14	52773360	52773380	chr14-176	35.8	+	3.5292	4.3425	7.8717	2	3'UTR	ENSG00000198252.13	""	Genic
chr14	52774418	52774438	chr14-195	56.4	+	7.0583	7.1746	14.2329	2	3'UTR	ENSG00000198252.13	""	Genic
chr14	52774613	52774633	chr14-97	88.3	+	11.8227	9.7234	21.5461	2	3'UTR	ENSG00000198252.13	""	Genic
chr14	52776221	52776241	chr14-33	134.1	-	14.4696	15.8595	30.3291	2	3'UTR	ENSG00000100522.11	""	Genic
chr14	52999356	52999376	chr14-148	29.6	+	5.1173	2.4545	7.5717	2	Intergenic	""	""	Intergenic
chr14	53040019	53040039	chr14-216	24	-	2.294	3.5873	5.8812	2	3'UTR	ENSG00000100523.18	""	Genic
chr14	53139671	53139691	chr14-334	15.6	-	3.5292	1.7936	5.3228	2	Alu	ENSG00000100523.18	""	TE
chr14	54412234	54412254	chr14-2536	16.8	+	3.1762	1.1328	4.3091	2	Alu	ENSG00000100526.22	""	TE
chr14	54425354	54425374	chr14-256	21.2	-	4.4115	2.9265	7.3379	2	3'UTR	ENSG00000100528.13	""	Genic
chr14	54427807	54427827	chr14-365	15.6	-	1.4117	1.9824	3.3941	2	3'UTR	ENSG00000100528.13	""	Genic
chr14	54430261	54430281	chr14-1385	10.6	-	1.5881	1.6992	3.2874	2	CDS	ENSG00000100528.13	""	Genic
chr14	54586467	54586487	chr14-1009	8.94	+	2.6469	1.416	4.0629	2	LINE	ENSG00000020577.15	""	TE
chr14	54588379	54588399	chr14-655	11.7	+	2.8233	1.888	4.7114	2	LINE	ENSG00000020577.15	""	TE
chr14	54591546	54591566	chr14-749	12.3	+	1.941	1.416	3.3571	2	First intron	ENSG00000020577.15	""	Genic
chr14	54603834	54603854	chr14-121	34.1	+	5.4702	3.2097	8.6799	2	Alu	ENSG00000020577.15	""	TE
chr14	54659469	54659489	chr14-656	10.6	+	3.5292	1.0384	4.5676	2	First intron	ENSG00000020577.15	""	Genic
chr14	54770200	54770220	chr14-1668	43.6	+	9.3523	2.3601	11.7123	2	CDS	ENSG00000020577.15	""	Genic
chr14	54842535	54842555	chr14-569	13.4	-	3.3527	1.1328	4.4855	2	3'UTR	ENSG00000131979.21	""	Genic
chr14	54939577	54939597	chr14-1387	7.26	-	1.7646	1.3216	3.0862	2	3'UTR	ENSG00000198554.13	""	Genic
chr14	54940327	54940347	chr14-750	21.8	-	2.1175	3.0209	5.1384	2	3'UTR	ENSG00000198554.13	""	Genic
chr14	54959195	54959215	chr14-570	11.2	-	3.7056	2.1712	5.8769	2	Alu	ENSG00000198554.13	""	TE
chr14	54961016	54961036	chr14-865	9.5	-	1.4117	1.6992	3.1109	2	Alu	ENSG00000198554.13	""	TE
chr14	54961298	54961318	chr14-112	24.6	-	2.9998	2.6433	5.643	2	Alu	ENSG00000198554.13	""	TE
chr14	54969315	54969335	chr14-2016	11.2	-	1.5881	1.416	3.0042	2	Alu	ENSG00000198554.13	""	TE
chr14	55007207	55007227	chr14-751	15.6	-	1.7646	1.6992	3.4638	2	Alu	ENSG00000198554.13	""	TE
chr14	55044630	55044650	chr14-1388	6.71	+	2.6469	1.0384	3.6853	2	3'UTR	ENSG00000180008.10	""	Genic
chr14	55054195	55054215	chr14-464	35.2	+	6.176	2.6433	8.8193	2	3'UTR-distal	ENSG00000168175.17	""	Genic
chr14	55064041	55064061	chr14-571	25.1	+	4.9408	2.1712	7.1121	2	Alu	ENSG00000168175.17	""	TE
chr14	55065007	55065027	chr14-752	12.3	+	1.2352	2.4545	3.6897	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55065213	55065233	chr14-426	18.4	+	2.4704	3.1153	5.5857	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55065312	55065332	chr14-196	54.8	+	5.9996	7.3634	13.3629	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55066026	55066046	chr14-1011	8.38	+	1.5881	1.416	3.0042	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55066906	55066926	chr14-127	60.9	+	5.9996	8.1186	14.1181	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55067224	55067244	chr14-465	24	+	1.4117	3.7761	5.1877	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55067434	55067454	chr14-257	37.4	+	5.1173	4.8145	9.9318	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55069036	55069056	chr14-335	32.4	+	2.294	6.0417	8.3357	2	3'UTR	ENSG00000168175.17	""	Genic
chr14	55107209	55107229	chr14-2020	28.5	+	3.3527	3.0209	6.3736	2	Alu	""	""	TE
chr14	55159046	55159066	chr14-366	15.1	-	2.8233	1.6992	4.5226	2	Deep intronic	ENSG00000126787.14	""	Genic
chr14	55189148	55189168	chr14-657	12.9	-	1.5881	1.416	3.0042	2	CDS	ENSG00000126787.14	""	Genic
chr14	55189568	55189588	chr14-505	12.9	-	4.7644	1.416	6.1804	2	Satellite/LC	ENSG00000126787.14	""	TE
chr14	55190531	55190551	chr14-753	10.6	-	2.294	1.1328	3.4268	2	First intron	ENSG00000126787.14	""	Genic
chr14	55191466	55191486	chr14-258	23.5	-	5.1173	2.8321	7.9493	2	5'UTR	ENSG00000126787.14	""	Genic
chr14	55273190	55273210	chr14-259	19	+	4.0585	1.2272	5.2858	2	First intron	ENSG00000178974.12	""	Genic
chr14	55274781	55274801	chr14-1392	7.26	+	1.941	1.7936	3.7347	2	First intron	ENSG00000178974.12	""	Genic
chr14	55277330	55277350	chr14-367	14.5	+	2.8233	1.416	4.2394	2	Alu	ENSG00000178974.12	""	TE
chr14	55278315	55278335	chr14-238	17.9	+	3.1762	2.1712	5.3475	2	First intron	ENSG00000178974.12	""	Genic
chr14	55283226	55283246	chr14-1012	7.82	+	2.1175	0.944	3.0615	2	First intron	ENSG00000178974.12	""	Genic
chr14	55284647	55284667	chr14-1184	15.1	+	2.8233	1.6048	4.4282	2	Alu	ENSG00000178974.12	""	TE
chr14	55285734	55285754	chr14-572	10.6	+	1.941	1.6048	3.5459	2	First intron	ENSG00000178974.12	""	Genic
chr14	55287643	55287663	chr14-868	12.3	+	3.3527	2.4545	5.8072	2	First intron	ENSG00000178974.12	""	Genic
chr14	55289725	55289745	chr14-1013	13.4	+	1.5881	1.416	3.0042	2	Alu	ENSG00000178974.12	""	TE
chr14	55292028	55292048	chr14-1394	10.1	+	1.7646	1.2272	2.9918	2	First intron	ENSG00000178974.12	""	Genic
chr14	55293845	55293865	chr14-573	10.6	+	2.4704	1.0384	3.5088	2	First intron	ENSG00000178974.12	""	Genic
chr14	55302470	55302490	chr14-658	15.6	+	3.1762	1.1328	4.3091	2	3'UTR-distal	ENSG00000178974.12	""	Genic
chr14	55309690	55309710	chr14-574	12.9	+	2.8233	0.944	3.7673	2	First intron	ENSG00000178974.12	""	Genic
chr14	55315238	55315258	chr14-869	8.94	+	3.7056	1.9824	5.6881	2	LINE	ENSG00000178974.12	""	TE
chr14	55316050	55316070	chr14-506	12.3	+	2.1175	1.9824	4.0999	2	First intron	ENSG00000178974.12	""	Genic
chr14	55316108	55316128	chr14-754	11.2	+	1.7646	2.3601	4.1246	2	First intron	ENSG00000178974.12	""	Genic
chr14	55353293	55353313	chr14-149	26.8	+	2.8233	4.0593	6.8826	2	3'UTR	ENSG00000178974.12	""	Genic
chr14	55515818	55515838	chr14-2028	246.4	+	51.8787	13.8771	65.7557	2	Other SINE	""	""	TE
chr14	56612719	56612739	chr14-1186	12.9	+	1.7646	1.2272	2.9918	2	Deep intronic	ENSG00000070269.15	""	Genic
chr14	56949304	56949324	chr14-4106	8.38	-	2.294	0.8496	3.1436	2	Alu	ENSG00000286257.3	""	TE
chr14	57206695	57206715	chr14-79	41.9	-	5.1173	5.7585	10.8758	2	3'UTR	ENSG00000070367.18	""	Genic
chr14	57208384	57208404	chr14-1015	10.1	-	3.5292	1.416	4.9452	2	3'UTR	ENSG00000070367.18	""	Genic
chr14	57275130	57275150	chr14-336	19	+	2.4704	2.7377	5.2081	2	LTR/ERV	ENSG00000053770.13	""	TE
chr14	57411077	57411097	chr14-507	13.4	+	2.4704	1.2272	3.6976	2	3'UTR	ENSG00000139977.15	""	Genic
chr14	58234844	58234864	chr14-304	22.4	+	2.9998	2.7377	5.7374	2	3'UTR	ENSG00000131966.15	""	Genic
